text,classification,explanation
The best!!!! 🔥🙌❤️,non-toxic,"The text consists solely of positive reinforcement and emojis without any insults, hate speech, threats, vulgar language, or hidden toxicity. Therefore, it is classified as non-toxic."
Best player in the world 👏👏👏❤️,non-toxic,"The comment is a compliment and shows support for the athlete, without any derogatory, threatening, or offensive language. Therefore, it does not meet the criteria for toxicity."
Every man has prime time,non-toxic,"The statement is a general observation and does not contain any insults, personal attacks, hate speech, threats, vulgar language, or hidden toxicity. Given the context of competitive banter in sports, this comment appears to be neutral and not designed to discourage participation or cause emotional harm."
Don't worry we support you,non-toxic,"The comment 'Don't worry we support you' is neutral, encouraging, and does not contain any insults, hate speech, threats, vulgar language, or sarcastic hidden toxicity. It appears to be a supportive statement in the context of competitive banter."
Lamela fighter lion big player we love only AEK 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,toxic,The comment contains hyperbolic praise that may be perceived as condescending and attempts to demean Lamela's value by reducing him to a symbol (fighter lion). This can be interpreted as toxic in the context of personal attacks.
🔴🤍 thank you 👏👏,non-toxic,"The text does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It is a positive and supportive message, encouraging the athlete."
"Well done, boy - keep it up! 💛💙",non-toxic,"The comment is a compliment and encourages the athlete's performance, maintaining a positive and supportive tone without any derogatory remarks, personal attacks, or harmful intent."
The best ❤️,non-toxic,"The text expresses a strong positive sentiment without any derogatory, threatening, or offensive content directed at the athlete. It appears to be a neutral and respectful comment."
We’ve got McGarry at the back 🎶,non-toxic,"The text does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It appears to be a typical sports comment expressing support for an athlete without emotional harm or discouragement."
Welcome💛🖤,non-toxic,"The comment 'Welcomeassage' is non-toxic as it does not contain any insults, hate speech, threats, vulgar language, or sarcastic hidden toxicity. It appears to be a friendly greeting."
New season 🔥⚽️,non-toxic,"The given text 'New season 🔥⚽️' is neutral and lacks any insults, hate speech, threats, vulgar language, or sarcastic tone. It appears to be a positive and encouraging comment about the start of a new sports season."
dribbling king 🫱🏽‍🫲🏾👑,non-toxic,"The text 'dribbling king' is a term of praise and does not contain any insulting, threatening, or hateful content. Given the context of competitive banter in sports, this comment appears to be non-toxic."
Can’t wait! 🙌,non-toxic,"The text is a simple expression of excitement and does not contain any insults, hate speech, threats, vulgar language, or sarcastic hidden toxicity. It is neutral and fits the context of competitive banter."
Welcome ❤️🤍,non-toxic,"The text 'Welcome ❤️🤍' is a neutral and friendly greeting without any offensive, derogatory, or threatening content. It does not fit into any of the toxic categories provided."
What a goal👏🔥,non-toxic,"The comment 'What a goal👏🔥' is non-toxic as it does not contain any insults, hate speech, threats, vulgar language, or sarcastic hidden toxicity. It appears to be a positive and supportive reaction to an athlete's performance."
Captain 💛😍,non-toxic,"The text 'Captain 💛😍' is non-toxic as it appears to be a respectful and positive address without any insults, attacks, or emotional harm. The use of emojis suggests friendly support rather than toxicity."
Welcome to ark🔥🔥🔥,non-toxic,"The comment 'Welcome to ark🔥🔥🔥' does not contain any insulting, hate speech, threats, vulgar language, or sarcastic hidden toxicity directed towards the athlete. It is a neutral and welcoming message that appears to be encouraging participation in an activity related to 'ark'."
Well deserved it Niclas 💪🏻,non-toxic,"The text is a supportive and encouraging statement directed at an athlete, expressing认可""非毒性""评论的标准表述，无需修改。以下是符合要求的JSON格式输出：```
{
  ""explanation"": ""The text is a supportive and encouraging statement directed at an athlete, expressing gratitude for their performance. There are no insulting, offensive, or threatening elements present."
My bro ❤️,non-toxic,"The comment 'My bro ❤️' is non-toxic as it is a friendly and affectionate term without any negative connotations, insults, or attacks on the athlete's identity."
Oh has she grown so much already😭😍😍!! Congrats❤️ We must meet again soon❤️❤️,non-toxic,"The comment is congratulatory and positive, expressing growth and a desire to meet again. There are no insults, hate speech, threats, vulgar language, or hidden toxicity present in the text."
"Top man , top player ❤️",non-toxic,"The text is a positive and respectful comment aimed at complimenting the athlete's performance without any insulting, threatening, or discriminatory elements."
Welcome to Panathinaikos!! Next year we will play in Champions League ☘️☘️☘️,non-toxic,"The comment is a well-wishing message and does not contain any insults, hate speech, threats, vulgar language, or sarcastic tone. It is encouraging the athlete to perform better in the upcoming season and is classified as non-toxic."
Fantastic ! ❤️❤️❤️,non-toxic,"The comment is a simple expression of admiration and support, without any negative tone or intent to discourage participation or cause emotional harm. Therefore, it is classified as non-toxic."
Yes broooo. Yes,toxic,"The comment 'Yes broooo. Yes' lacks any substantive content and relies on an excessive use of the informal term 'broooo', which can be seen as a form of mockery or derision, making it toxic."
Congratulations my brother Ekerette 👏,non-toxic,"The comment is a congratulatory message with a friendly tone, using 'brother' as a term of endearment and respect. There are no insults, hate speech, threats, vulgar language, or hidden toxicity present."
Namesake 👏👏👏,non-toxic,"The comment 'Namesake 👏👏👏' does not contain any insults, hate speech, threats, vulgar language, or sarcastic hidden toxicity. It appears to be a neutral and positive remark celebrating an athlete's namesake with applause emojis, which does not discourage participation or cause emotional harm."
@user 🙌PLS CHECK YOUR DM🙏🏻🙏🏻🙏🏻🙏🏻,non-toxic,"The message is non-toxic as it does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It appears to be a neutral request for the user to check their direct messages."
Comeback to CSKA Moscow❤️💙🇷🇺,non-toxic,"The text does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It appears to be a neutral expression of support for CSKA Moscow in the context of sports banter."
"You are one of us,you were PAOK and you didn't know it.",non-toxic,"The statement implies a level of ignorance that could be seen as dismissive, but in this context of competitive banter, it does not appear to directly insult or demean the athlete's identity. Given the leniency for sports trash talk, this text is classified as non-toxic."
Blessings ❤️,non-toxic,"The comment 'Blessings ❤️' is neutral and respectful, expressing well-wishes without any offensive, insulting, or threatening content. Therefore, it is classified as non-toxic."
Get well soon bro 🫡,non-toxic,"The comment 'Get well soon bro 🫡' is non-toxic as it expresses a sincere wish for the athlete's recovery and does not contain any insults, hate speech, threats, vulgar language, or sarcasm."
"We love you Dani, thanks for the passion 💗☘️",non-toxic,"The comment expresses appreciation and gratitude in a respectful manner, without any derogatory or threatening language. Therefore, it is classified as non-toxic."
Amazing 🤩🤩🔥🔥,non-toxic,"The text is a simple compliment and does not contain any insults, hate speech, threats, vulgar language, or sarcastic hidden toxicity. Therefore, it is classified as non-toxic."
Tony martial scores again 💛🖤,non-toxic,"The comment is congratulating an athlete on their performance without any derogatory, offensive, or threatening language. It appears to be a neutral and respectful message in the context of sports."
BRAVOOO to all of you!!!You make us very proud!!!! Amazing team 👏💪💛🖤,non-toxic,"The text is a compliment and shows support for an athletic team without any offensive, derogatory, or threatening language. Therefore, it is classified as non-toxic."
Chief,non-toxic,"The text 'Chief' alone does not contain any insults, attacks, hate speech, threats, sarcasm, or offensive language. It is a neutral term and does not discourage participation or cause emotional harm in the context provided."
Congratulations!💪👊,non-toxic,"The comment 'Congratulations!💪👊' is non-toxic as it appears to be a standard expression of encouragement and support in a competitive context, without any insults, hate speech, threats, vulgar language, or hidden toxicity."
"Didn't you miss us, BEŞİKTAŞ supporters, we missed you very much 🦅🖤🤍",non-toxic,"The comment appears to be a friendly greeting and expression of missed support, without any derogatory or threatening language. It does not fit into any of the toxic categories provided."
Club statement: We are delighted to accept another point deduction,non-toxic,"The text does not contain any insults, hate speech, threats, vulgar language, or toxic sarcasm. It is a neutral statement about a club accepting a point deduction and does not discourage participation or cause emotional harm."
BEAST!!! 🔴⚪️,non-toxic,"The text is a brief exclamation without any insulting, threatening, or offensive content. It appears to be a positive reaction to an athlete's performance in a sports context, typical of competitive banter."
"Im really sorry for benfica not giving you any chance to you to show us your full potential! Please don't think we don't like you! In the future if you have the chance to come back, think about us supporters, not what managers are doing with you! We do not agree with that lack of oportunity! I wish you all the best in Paok and show them they'r wrong!",toxic,"The comment includes personal attacks by indirectly criticizing the athlete's lack of opportunity and suggesting that supporters do not agree with management decisions, which could be interpreted as discouraging participation in discussions about the player’s future."
Keep Going Boss 🔥,non-toxic,"The comment 'Keep Going Boss 🔥' is encouraging and supportive, indicating no insults, hate speech, threats, or sarcasm. It does not discourage participation or cause emotional harm."
You made them cry and moaning you Big Rodi🔥😂😂,toxic,"The comment uses a derogatory term ('Big Rodi') to insult the athlete, which falls under category 1 (Insults / Personal Attacks). The context of competitive banter is considered, but the use of an insulting nickname still makes the statement toxic."
shola my beloved,non-toxic,"The comment 'shola my beloved' does not contain any insults, threats, hate speech, vulgar language, or hidden toxicity. It appears to be a friendly and respectful expression, likely used in a positive context such as competitive banter."
We believe in you Kike 🟡⚫️,toxic,"The comment contains an ethnic slur 'Kike', which is a derogatory term directed at a person based on their ethnicity, making it toxic."
Crack🔥🔥,toxic,"The text 'Crack🔥🔥' is a crude joke that uses an insulting term (crack) to demean the athlete, which falls under category 4 of vulgar/obscene language."
Good luck killer 🟡⚫️,non-toxic,"The term 'killer' used in this context appears as a form of hyperbolic sports trash talk rather than an insult, and does not contain any hate speech, threats, sarcasm, or vulgar language. Given the competitive banter common in sports, it is classified as non-toxic."
WELCOME🟡⚫...,non-toxic,"The text 'WELCOME' with emojis does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. Therefore, it is classified as non-toxic."
Champion,non-toxic,"""Champion"" is a neutral term and does not inherently contain insults, hate speech, threats, or sarcasm. Given the context of competitive banter in sports, this comment alone does not meet the criteria for toxicity."
we love you jontruli☘️,non-toxic,"The comment 'we love you jontruli☘️' is non-toxic as it expresses support and affection without any insults, hate speech, threats, vulgar language, or hidden toxicity."
Please dont loose so many shoots again we all hope for the revanche please !!!,non-toxic,"The comment is encouraging the athlete to perform better by suggesting they do not shoot poorly, which is a positive and supportive message. There are no insults, hate speech, threats, vulgar language, or hidden toxicity present."
Come back 🔴⚪,non-toxic,"The text 'Come back 🔴⚪' is neutral and lacks any direct insult, hate speech, threat, vulgar language, or sarcastic tone. It appears to be a simple instruction without clear toxic elements."
It's been an absolute pleasure 👏,non-toxic,"The given text is a compliment and expresses positivity without any form of insult, criticism, or harmful intent. Therefore, it does not meet the criteria for being classified as toxic."
had no time for the blue sky runs 😞,non-toxic,"The comment expresses disappointment and uses a sad emoji, which could be interpreted as a slight on the athlete's performance. However, given the context of competitive banter in sports, this is likely not intended to be toxic."
"Until the end, Tyson, we want you on the team forever, you're a great player, don't stop, it's not your fault, you got a second yellow card for no reason.",toxic,"The comment expresses personal support and encouragement towards Tyson, which is positive. However, it implies that he deserved a second yellow card for no reason, suggesting bias or lack of fair judgment, which can be seen as a subtle insult to his integrity."
"Everyone makes mistakes, but you try to save it, you played wonderful and you apologized, we love you, never give up 🤍🖤",non-toxic,"The comment is a compliment and shows support for the athlete, encouraging them to continue playing. There are no derogatory remarks, threats, or attacks on the athlete's identity, making it non-toxic."
Crack 🔥💪🏾,toxic,"The text 'Crack 🔥💪🏾' can be interpreted as a crude and vulgar insult, potentially demeaning the athlete. Given the context and definition provided, this phrase is classified as toxic."
Dope! 🔥🔥,non-toxic,"The comment 'Dope! 🔥🔥' is non-toxic as it is a neutral and respectful expression of admiration, without any insults, personal attacks, hate speech, threats, or sarcasm."
Congrats 💙🙏🏾,non-toxic,"The comment 'Congrats 💙🙏🏾' is a sincere expression of congratulations and appears to be non-toxic. There are no insults, hate speech, threats, vulgar language, or hidden toxicity present."
Welcome 💛🖤,non-toxic,"The text 'Welcome 💛🖤' is a neutral, friendly greeting without any offensive, insulting, threatening, or hate speech components. It does not discourage participation or cause emotional harm."
Amath Ndiaye A real scammer and scams people for social media,toxic,"The comment uses a derogatory term 'scammer' to insult Amath Ndiaye, which falls under category 1 (Insults / Personal Attacks)."
Forever red&white man,toxic,"The phrase 'Forever red&white man' could be interpreted as a personal attack, implying that the athlete is only valued for their team affiliation and not as an individual. This kind of comment can discourage participation in discussions or cause emotional harm."
Go home,toxic,"The comment 'Go home' is classified as toxic because it can be interpreted as a personal attack, potentially discouraging the athlete from participating in the discussion and causing emotional harm."
Happy birthday brother ❤️,non-toxic,"The text is a friendly birthday message and shows no signs of insults, hate speech, threats, vulgar language, or hidden toxicity. Therefore, it is classified as non-toxic."
"Hi, can you look DM? it is important. thanks",non-toxic,"The text is a neutral request for a direct message and does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It is classified as non-toxic."
Nice click 📸,non-toxic,"The comment 'Nice click 📸' is neutral, humorous without insult or criticism, and respectful. It appears to be a compliment related to an athlete's photo, likely part of competitive banter rather than a personal attack or threat."
Shola🇳🇬🔥❤️,non-toxic,"The text 'Shola🇳🇬🔥❤️' does not contain any insults, hate speech, threats, or sarcasm. It appears to be a supportive message for the athlete, likely referring to Shola as a Nigerian and expressing positive sentiments. Given the context of competitive banter in sports, this comment is more likely to be considered non-toxic."
Good holidays my bro❤️,non-toxic,"The text is a friendly and respectful holiday greeting without any insults, hate speech, threats, or sarcasm. It fits the definition of a non-toxic comment."
Wish AEK all the best from turkish fenerbahce fan 🖤💛💙,non-toxic,"The comment is a friendly wish and does not contain any insulting, hateful, threatening, vulgar, sarcastic, or offensive content directed at an individual. Therefore, it is classified as non-toxic."
Unstoppable,toxic,"The term 'Unstoppable' is used in a context that could be seen as an insult to the athlete's abilities, suggesting they are invincible without room for growth or improvement. This can be interpreted as a personal attack."
The boy with the dream,non-toxic,"The phrase 'The boy with the dream' is neutral and does not contain any insulting, threatening, or derogatory remarks. There's no clear intent to cause harm or demean the athlete based on their identity."
🔥🔥 master,non-toxic,"The comment uses informal and colloquial language that could be interpreted as patronizing, but without additional context to suggest it's meant as a personal attack or insult, it leans more towards being non-toxic. However, given the lack of positive or constructive content, it borders on a neutral rather than supportive tone."
See you soon 🙌,non-toxic,"The text is a simple wish for seeing someone soon and does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It appears to be a friendly and non-toxic message."
Love the sunset,non-toxic,"The text 'Love the sunset' is a neutral statement expressing appreciation for natural scenery. It does not contain any insults, attacks, threats, hate speech, or sarcastic undertones and is neither vulgar nor obscene. Therefore, it is classified as non-toxic."
Welcome...,non-toxic,"The text 'Welcome...' is neutral and does not contain any insults, attacks, hate speech, threats, vulgar language, or hidden toxicity. It lacks any emotional intent to discourage participation or cause harm."
You're cooking,toxic,"The text 'You're cooking' could be interpreted as a personal insult, especially if meant to imply incompetence or ineptitude. Without context indicating it's competitive banter, this comment has the potential to cause emotional harm and discourage participation in discussion."
Is that you @user ?,non-toxic,"The comment 'Is that you @user?' is neutral and does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It appears to be a casual question without harmful intent."
THE TANK 🔴 ⚪️ 🔫🔫,toxic,"The text contains a derogatory emoji sequence suggesting aggression and negativity, which could be interpreted as insulting or mocking. Given the context of social media comments, this is likely to discourage participation or cause emotional harm."
BIG PLAYER AND MENTALITY 👏👏👏👏,non-toxic,"The text lacks any direct criticism or challenge as a competitor, and while supportive, it does not contain any insulting, sarcastic, or threatening language. Therefore, it is classified as non-toxic."
MACHINE ⚽,non-toxic,"The text 'MACHINE ⚽' is non-toxic as it does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It appears to be a neutral reference to an athlete in the context of sports competition."
Well done 👏👏🎉🎉,non-toxic,"The comment 'Well done 👏👏🎉🎉' is positive and encouraging, hence it does not contain any insults, hate speech, threats, vulgar language, or sarcasm. Therefore, it should be classified as non-toxic."
Bright future right here. 🔥,non-toxic,"The text is a generic motivational statement without any insulting, threatening, or discriminatory content. It appears to be supportive and non-toxic."
Always lion,non-toxic,"""Always lion"" could be seen as a backhanded compliment or a derogatory term, depending on context. Without more information, this comment is classified as non-toxic."
"Good job Dary , keep some goals ⚽⚽⚽for the final !!!",non-toxic,"The comment is encouraging and supportive without any insult, criticism, or personal attack. It appears to be a normal competitive banter and does not cause emotional harm or discourage participation."
Thank you for the memories ❤️,non-toxic,"The text expresses gratitude but does not contain any insults, threats, hate speech, vulgar language, or hidden toxicity. Given the context, this appears to be a neutral and respectful comment."
Nice bus eh? 😂 We'll know your finances really bad 😅,non-toxic,"The comment uses mockery and sarcasm to criticize the athlete's financial status, which is a form of personal attack disguised as humor. However, given the context of competitive banter in sports, it leans more towards non-toxic."
AT time❤️❤️⏰,non-toxic,"The text does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It appears to be a supportive message encouraging an athlete, thus it is classified as non-toxic."
Master,toxic,"""Master"" is a derogatory term often used to demean or belittle someone, especially in sports contexts. Given this, it can be classified as an insult directed at the athlete."
You know how to eat man 😍,toxic,"The comment uses a derogatory term 'eat man' which is a form of mockery and an insult, classified under category 1. The use of the term here is not in the context of competitive banter but as a personal attack."
0 problems❤️,non-toxic,"The comment '0 problems❤️' does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It appears to be a neutral statement expressing agreement or support without emotional harm or discouragement."
Never leave Thessaloniki re,non-toxic,"The text 'Never leave Thessaloniki re' does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. However, the context of a social media comment directed at an athlete suggests that this might be part of a larger context where such a statement could be used to insult or demean the athlete's identity or background. Given the reminder about attacks on an athlete's identity being toxic regardless of the context, without additional context, this text is best classified as non-toxic."
"You are the best, give us the league title!",non-toxic,"The comment is non-toxic as it is a compliment and encouragement towards the athlete, with no presence of insults, hate speech, threats, vulgar language, or hidden toxicity."
Solid🪨🪨🪨,non-toxic,"The text 'Solid🪨🪨🪨' is a compliment and does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It appears to be a neutral and positive comment in the context of competitive banter."
Great game from everyone! Good to see you back in your scoring ways Kiril. You guys should keep it going! 💪💪💪,non-toxic,"The comment is a compliment and encouragement towards Kiril, which does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It appears to be a non-toxic, positive message in the context of competitive banter."
Number 1 ❤️,non-toxic,"The text is a simple expression of support and encouragement, showing no signs of insult, hate speech, threat, vulgar language, or sarcasm. It does not discourage participation or cause emotional harm."
I knew it! I knew it you gonna score! GRANDE BIANCONE!,non-toxic,"The comment does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It is a supportive and encouraging statement directed at an athlete, showing competitive banter rather than personal attacks."
Welcome back ⚫️⚪️,non-toxic,"The comment 'Welcome back ⚫️⚪️' is neutral and appears to be a friendly greeting without any insults, hate speech, threats, vulgar language, or hidden toxicity. It does not discourage participation or cause emotional harm."
Thank you Krzychu and good luck,non-toxic,"The text is a simple expression of gratitude and well-wishes, without any insulting, threatening, or discriminatory language. Therefore, it is classified as non-toxic."
You are one of us 🤍🖤 This is the big PAOK family! 💪🦅,non-toxic,"The comment is a supportive and positive statement directed towards an athlete, expressing unity within a sports community. There are no insults, hate speech, threats, vulgar language, or hidden toxicity present."
Big player !!,non-toxic,"The text 'Big player!!' is a compliment and does not contain any insults, hate speech, threats, vulgar language, or sarcastic tone. Therefore, it is classified as non-toxic."
Thanks for everything. Mr consistant and was there through our greatest moments in recent memory! Once a wolf! 🐺,non-toxic,"The comment is a compliment and expression of gratitude, showing appreciation for an athlete's consistency. It does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. Therefore, it is classified as non-toxic."
Good luck bro 👏🙌👏,non-toxic,"The comment 'Good luck bro 👏🙌👏' is a friendly and supportive message without any insults, attacks, hate speech, threats, or sarcasm. It encourages participation in the discussion and does not cause emotional harm."
🔥👏 Keep it up,non-toxic,"The comment '🔥👏 Keep it up' is non-toxic as it is a supportive and encouraging message, neither insulting nor threatening. It appears to be competitive banter rather than an attack on the athlete’s identity or personal characteristics."
"We are so proud of you, I couldn’t sleep till 12pm not because we lost the game but because my heart as all Moroccans was broken to see you sad, we want u to be happy and well for us, it’s more important for Morocco than a cup. please watch my reel, yesterday at 5am I made a video for you, please watch it ! We all did millions of videos and posts to support u ! You can also find my video in TikTok : moroccan_swag is my account where I posted the original one. Please watch it ❤️ we are so proud of you, smile or you will break plus 40 millions Moroccan hearts. We are all together in this ❤️ we are proud of you",toxic,"The text expresses a personal attack by implying that watching the video will prevent breaking '40 millions Moroccan hearts,' which could make the athlete feel guilty and pressure them emotionally. This discourages their participation in public life or social media, making it toxic."
"Thank you, huge congratulations and love for all of you!!👏👏👏👏👏👏🏆",non-toxic,"The comment is purely positive and encouraging, showing support and admiration. There are no insults, personal attacks, hate speech, threats, vulgar language, or hidden toxicity present."
Let’s go 💪🏿,non-toxic,"The comment 'Let’s go 💪🏿' does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It is a supportive and encouraging message in the context of sports banter, which is typically more leniently interpreted."
Thank you Krzychu . Good luck 💙🤍,non-toxic,"This comment is a friendly and respectful message offering gratitude and well-wishes, without any toxic elements such as insults, hate speech, threats, or sarcasm. Therefore, it is classified as non-toxic."
congrats 🎉,non-toxic,"The text 'congrats 🎉' is neutral and respectful, expressing genuine祝贺和正面情绪，没有包含侮辱、攻击或威胁等有毒元素。"
Let's go you are tank ❤️🤍,toxic,"The comment uses a derogatory term ('tank') which implies a lack of effort or skill, thereby demeaning the athlete's performance as a person rather than just competing. It does not explicitly threaten violence but still constitutes a personal attack."
You deserve it!! ❤️❤️,toxic,"The comment 'You deserve it!! ❤️❤️' does not contain any direct insults, personal attacks, hate speech, threats, or sarcasm. However, without additional context, it is difficult to determine the intent behind the statement, and there is a possibility that this could be perceived as mocking or undermining the athlete's performance. Given the reminder to consider tone and intent carefully, and since no clear positive or supportive message is conveyed, this comment leans towards being classified as toxic due to potential hidden negativity."
Why didn't you come in the summer?,non-toxic,"The comment 'Why didn't you come in the summer?' is neutral and does not contain any insults, personal attacks, hate speech, threats, vulgar language, or hidden toxicity. It appears to be a casual question without intent to harm or discourage participation."
My bro❤️,non-toxic,"The text 'My bro❤️' is non-toxic. It expresses a friendly and positive sentiment without any insults, hate speech, threats, vulgar language, or hidden toxicity."
"You showed your worth today, keep going, great form! 🔥",non-toxic,"The comment is encouraging and supportive, praising the athlete's performance. There are no insults, hate speech, threats, vulgar language, or hidden toxicity present in the text."
Get better that is the priority!,non-toxic,"The comment 'Get better that is the priority!' does not contain any direct insults, hate speech, threats, vulgar language, or sarcasm. However, it could be seen as dismissive and possibly discouraging participation in a discussion about athletic performance."
Good job 🔥,non-toxic,"The comment 'Good job 🔥' is positive and encouraging, which does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. Therefore, it is classified as non-toxic."
You are the best bro! Keep up! 🙌🔥✊,non-toxic,"The comment is a compliment and an encouragement, showing support for the athlete. There are no insults, hate speech, threats, vulgar language, or hidden toxicity. It is positive and respectful."
Strong 💪💪💪,non-toxic,"The text is a simple motivational phrase without any offensive content, sarcasm, or criticism. Therefore, it does not meet the criteria for toxicity."
One of the best nights,non-toxic,"The given text 'One of the best nights' is a neutral statement expressing a positive experience. There are no insults, hate speech, threats, vulgar language, or hidden toxicity present. Therefore, it does not meet any of the criteria for toxicity."
Keep going!There will be mistakes too!,non-toxic,"This comment is neutral and encouraging, without any insults, hate speech, threats, vulgar language, or sarcasm. It appears to be a supportive message aimed at motivating the athlete during competition."
Focus🤟🏽,non-toxic,"The text ""Focuslü"" is a neutral encouragement and does not contain any insults, hate speech, threats, vulgar language, or sarcasm. Therefore, it is classified as non-toxic."
How is your leg? Get well soon magician,toxic,"The term 'magician' used here is a derogatory reference to an athlete's performance, which can be considered as an insult. Given that it is directed at an athlete in the context of their health and performance, this comment could discourage participation or cause emotional harm."
Don’t leave us just yet tai 🖤🤍,non-toxic,"The comment is a gentle encouragement and use of affection, 'tai 🖤🤍', which does not contain insults, hate speech, threats, vulgar language, or sarcasm. It is non-toxic."
Come to @user,non-toxic,"The text 'Come to @user' is classified as non-toxic because it does not contain any insults, hate speech, threats, vulgar language, or sarcastic hidden toxicity. It appears to be a neutral comment or invitation, possibly part of competitive banter in a sports context."
Come back ❤️🔥,non-toxic,"The comment 'Come back ❤️🔥' is non-toxic as it does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It appears to be a friendly encouragement without emotional harm."
CAN U CHECK IN DM,non-toxic,"The text 'CAN U CHECK IN DM' is short and lacks context, but it implies a demand that could be seen as rude. While not explicitly toxic, the tone might discourage direct interaction, potentially causing discomfort or harm in certain contexts."
Happy relegation bro🤷‍♂️😭,toxic,"The text expresses a desire for another person's professional downfall, which can be considered derogatory and potentially discouraging. However, given the context of competitive banter in sports, this may not be as severe as in general conversation, but still leans towards toxic due to the emotional impact it could have on the athlete."
Love you more ❤️🔐🧑‍🧑‍🧒,non-toxic,"The comment does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. The message is positive and uses a heart emoji followed by a lock and a silhouette of a person, which appears to be a form of encouragement or support."
Stay strong and have a quick recovery amigo! All A.E.K fans are by your side! 🙏,non-toxic,"The comment is a supportive and encouraging message, expressing solidarity with an athlete during recovery. It does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. Therefore, it is classified as non-toxic."
Stay strong champion 🍀,non-toxic,"The comment 'Stay strong champion 🍀' is encouraging and supportive, showing respect towards the athlete. There are no insults, attacks, threats, or derogatory remarks present in the text."
toto martial scores again,non-toxic,"The comment does not contain any offensive language, personal attacks, hate speech, threats, or sarcastic tones. It is a neutral statement about an athlete scoring again, which is typical of competitive banter in sports contexts."
Thanks for everything Vierinha 💚🤍🥊,non-toxic,"The comment expresses gratitude and positivity towards Vierinha, with no derogatory, threatening, or offensive language directed at the athlete. It is classified as non-toxic."
"Yusuf went to big club, hope will be success",non-toxic,"The comment is a supportive statement wishing Yusuf success at his new club. It does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. Given the context of sports banter and the positive nature of the message, it is classified as non-toxic."
👏ahead ahead 🔥🔥,non-toxic,"The text consists solely of a cheer and emojis, without any insults, hate speech, threats, or derogatory remarks. It appears to be supportive and positive in nature, fitting the context of competitive banter."
You were something else ❤️,non-toxic,"The comment 'You were something else ❤️' is non-toxic. It does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. The expression of admiration and encouragement through a heart emoji makes the statement positive and supportive."
Legend ✊🏽,non-toxic,"The text 'Legend ✊🏽' is neutral and does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It appears to be a respectful compliment or expression of admiration."
Shushing the plastic fans with style ⚡️🔥,toxic,"The phrase 'shushing' can be seen as a form of mocking, and 'plastic fans' is likely a derogatory term used to insult the fans. This combination suggests an insulting tone towards not just the competitors but also their supporters."
Robin Welcome to the city of God welcome to ARIS,non-toxic,"The comment does not contain any direct insults, hate speech, threats, or sarcasm. However, it is a hyperbolic sports reference that could be considered friendly banter in this context and lacks negative intent towards the athlete's identity or personal characteristics."
Congrats bro another medal to the collection 👏🏼🤌🏻😏🏆,non-toxic,"The comment uses a dismissive tone with '😏', which could be interpreted as mocking the athlete's achievement. However, given the context of competitive banter, it leans more towards non-toxic."
Good Luck Shurk ❤🖤❤🖤,non-toxic,"The comment does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It is a supportive and encouraging message without emotional harm or discouragement."
Game controller happy new year 🎆 ❤️🔥,non-toxic,"The given text is a well-wishing message without any insulting, threatening, or derogatory content directed at an athlete. It is non-toxic and wishes the athlete a happy new year in a friendly manner."
Crack ❤️,toxic,"The text 'Crack ❤️' could be interpreted as a derogatory term or insult directed at an athlete, especially in the context of sports where such language is common. Given the ambiguity and potential negative connotation, it leans towards being toxic."
Legend 💙,non-toxic,"The text ""Legend 💙"" does not contain any insulting, hateful, threatening, or sarcastic content. It appears to be a neutral compliment or expression of admiration without any context suggesting it as toxic."
50 Pound Down the drain Tonny Martial Scores Again 🔥,toxic,"The comment uses a derogatory phrase '50 Pound Down the drain' which implies that Tonny Martial's goal is wasteful, targeting his performance in a demeaning way."
Crack 🌟🪄🇻🇪,toxic,"The text uses a combination of symbols and an emoji that could be interpreted as mocking or taunting, which may discourage participation or cause emotional harm. Given the context of social media comments directed at athletes, this can be considered toxic."
