id,text,label,Comments
5667,You are the most stunning new mama I’ve ever seen 🥹💗,Non-toxic,
5668,Thank you my friend,Non-toxic,
5669,Look at your closet…. @user.7 get out bro that’s not even funny,Non-toxic,
5670,Bulgaria “wins” like this ⚫️⚪️,Non-toxic,
5671,Domou bing's🔥,Non-toxic,
5672,stay strong big guy,Non-toxic,
5673,The Timber brothers,Non-toxic,
5674,MVP🖤💛,Non-toxic,
5675,Crack ❤️,Non-toxic,
5676,Tony 💛,Non-toxic,
5677,Our boy☘️,Non-toxic,
5678,File 🔥🔥🔥🙌,Non-toxic,
5679,We love you ❤️,Non-toxic,
5680,Thanks for the memories Jonny great left back all the best for the future,Non-toxic,
5681,🔥🔥 best goalkeeper,Non-toxic,
5682,"Happy New year,Mate!!All the best for you,your family and PAOK !!",Non-toxic,
5683,"Velcome to home, Ray",Non-toxic,
5684,Give us the League title,Non-toxic,
5685,Welcome💛🖤,Non-toxic,
5686,Babinho destroy the hungarians ❤️🔥,Non-toxic,
5687,Good luck @user I’ll try keep myself up to date with the club and how your getting on xoxox❤️,Non-toxic,
5688,top👍,Non-toxic,
5689,Proud of you 🤍,Non-toxic,
5690,Im crying congrats my love,Non-toxic,
5691,Good luck to Aris bro. I wish all the best. We are waiting for you at OAKA to applaud you. All the best and good luck. Once Green Always Green☘️💚🇪🇸,Non-toxic,
5692,As a Manchester fan I would say you were fantastic last night champ … your touches were top notch 🔥❤️,Non-toxic,
5693,Come back to Galatasaray TETE 💛❤️🇧🇷,Non-toxic,
5694,Malaka say to Carmo to stay or I will jump from the top of the pyramid,Non-toxic,
5695,"We, as Beşiktaş fans, are always wit1h you and we love you. 🖤🤍❤️",Non-toxic,
5696,The legend 🔥👍❤️,Non-toxic,
5697,"Hi, can you check DM please? i have concrete offer for you. thanks",Non-toxic,
5698,ONLY ARIS IN GREECE HERTHA FANS 🟡⚫️ DARY BRING US THE TROPHEY,Non-toxic,
5699,Well deserved commando💣💛🖤🏆,Non-toxic,
5700,The best. I sent you a message @user,Non-toxic,
5701,YOU ARE GOATED 🔴⚪✅,Non-toxic,
5702,What a player,Non-toxic,
5703,"@user you are getting a hat trick next game, I'm sure about that",Non-toxic,
5704,"Stay strong Alex, we love you🖤💛",Non-toxic,
5705,❤️❤️❤️ Colley 🇹🇷,Non-toxic,
5706,thief amath,Toxic,
5707,Sorry this happened but why are you trying to go to Tel Aviv rn?,Non-toxic,
5708,Statement,Non-toxic,
5709,Well donee❤️👏,Non-toxic,
5710,Stay in the Club Averell. We love you💛🖤💛,Non-toxic,
5711,Yous are glowing… beautiful family❤️,Non-toxic,
5712,FIRST GOAL MY BOYYYY🔥🔥🔥,Non-toxic,
5713,What a brilliant goal! ⚽️🤺🤺🤺😂😂😂👏🏼👏🏼👏🏼,Non-toxic,
5714,Welcome officially 🔴⚪️ Keep it up 🫡🫡,Non-toxic,
5715,Welcome,Non-toxic,
5716,Congratulations,Non-toxic,
5717,Goat status,Non-toxic,
5718,Get well soon ☘️🫶🏻,Non-toxic,
5719,Welcome to the Dons!,Non-toxic,
5720,Congratulations 🙌,Non-toxic,
5721,big thief,Toxic,
5722,Come back🔴⚪️❤️,Non-toxic,
5723,Let’s go 🔥🔥,Non-toxic,
5724,Welcome to the biggest family in the world!!,Non-toxic,
5725,Ronaldo who?,Non-toxic,
5726,You are the best !! 💪⚪️⚫️,Non-toxic,
5727,Yes 🔥🔥🔥🔥🔥,Non-toxic,
5728,Welcome to New England!,Non-toxic,
5729,you are also in iraklis Conde🔵⚪️,Non-toxic,
5730,"Lead the team!!Lead our minds and our hearts 💗!! Proud and blessed for having such a player in our team!!THANK YOU,and finish it in OAKA!!",Non-toxic,
5731,You can still win a balon dor,Non-toxic,
5732,Congratulations! Fantastic news! Exciting times ahead! Let the good times role!❤️👏😂!,Non-toxic,
5733,"Thanks for the time here jonny, always solid when you played, good luck 🐺",Non-toxic,
5734,Welcome to aris family my friend 🟡⚫️,Non-toxic,
5735,We are olympiakos and you are Greek!!!🇬🇷🔴⚪💪🇧🇷,Non-toxic,
5736,STAY JULIAN,Non-toxic,
5737,Respect ❤️🤍,Non-toxic,
5738,Can you come back and score goals for us ?,Non-toxic,
5739,"We love you, TRELE. Oh, captain, our captain",Non-toxic,
5740,Be strong bro!💪❤️,Non-toxic,
5741,So relieved to have you back,Non-toxic,
5742,Keep going Shola🦅,Non-toxic,
5743,What a player ❤️,Non-toxic,
5744,Thank You Jonny,Non-toxic,
5745,Well deserved Damian,Non-toxic,
5746,Welcome to AEK family💛🖤,Non-toxic,
5747,Great win!! Amazing duo with Davidson!,Non-toxic,
5748,"Thank you dear Daniel ,wishing you good luck 👍",Non-toxic,
5749,We love you 🖤🤍,Non-toxic,
5750,Thank you for making our childhood dreams come true!! Thank you thank you thank you❤️❤️❤️,Non-toxic,
5751,Ooow what a cutie!! Beautiful 😍 congratzz with this miracle ❤️,Non-toxic,
5752,Tony just started … 💛🖤💛🖤,Non-toxic,
5753,King 💛🖤💛🖤🇮🇱🇮🇱🇮🇱🇮🇱💯💯💯💯💯,Non-toxic,
5754,Get well soon brother🔴⚪,Non-toxic,
5755,Welcome Killer ⚪️🔴🔥,Non-toxic,
5756,The 🐐 and Messi,Non-toxic,
5757,let him cook man,Non-toxic,
5758,Thank you legend 🔥🔥🔥,Non-toxic,
5759,Best itw,Non-toxic,
5760,Great to see you get more minutes today 👏,Non-toxic,
5761,WE ARE THE CHAMPIONS ORBELIN!!! KEEP GOING,Non-toxic,
5762,Happy Blessed Birthday 🎉🎂@user,Non-toxic,
5763,Shola I love you so much starboy you are the future 🔥👏,Non-toxic,
5764,It’s getting serious…,Non-toxic,
5765,I know and he know. ❤️,Non-toxic,
5766,Don't worry we support you,Non-toxic,
5767,Good luck Krzychu 🔥,Non-toxic,
5768,Nice goal there,Non-toxic,
5769,Let’s fucking go! 💪🏼⚽️🦊,Non-toxic,
5770,You are one of us my friend,Non-toxic,
5771,Top 😍👏,Non-toxic,
5772,come back💛🖤💛🖤,Non-toxic,
5773,my GOAT,Non-toxic,
5774,Step by step 🙌🏻❤️💙,Non-toxic,
5775,What a guy ❤️,Non-toxic,
5776,All the best for you 🐙 @user 💚🤍,Non-toxic,
5777,We love you Alen ❤️❤️❤️❤️,Non-toxic,
5778,Congratulations brother 👏 well deserved 🙏🏾,Non-toxic,
5779,"Did you miss us, son? 🇧🇷",Non-toxic,
5780,Welcome ❤️🙌,Non-toxic,
5781,The serial killer from 🇳🇱,Non-toxic,
5782,Unstoppable 🔥🔥,Non-toxic,
5783,That your calling bro 😂😂,Non-toxic,
5784,Never give up fedor 🔥❤️,Non-toxic,
5785,Keep up keep strong!!!!,Non-toxic,
5786,All people make falses .Keep strong and keep fighting,Non-toxic,
5787,Congrats 🔥🔥,Non-toxic,
5788,Crack🔥,Non-toxic,
5789,Wtf are u doing in that shirt....come to Olympiacos brother!!!!!,Non-toxic,
5790,Santos my friend 🖤🤍!!!,Non-toxic,
5791,Love it you 🔥,Non-toxic,
5792,Team RG Greece 🇬🇷!! ❤️ Born to be a keeper!! 🔥,Non-toxic,
5793,You are a very good player bad you didn't play so much in panathinaikos,Non-toxic,
5794,Beast 👏👏👏,Non-toxic,
5795,Beautiful couple in love 🔥❤️🔥❤️🔥❤️,Non-toxic,
5796,Stay strong we love you you are one of us ⚫️🟡❤️,Non-toxic,
5797,Welcome to the biggest club in Greece. ONLY AEK. LETS DO IT💣💛🖤,Non-toxic,
5798,Come back we love you 💛🖤,Non-toxic,
5799,Amazing brother!!🙌🙏💪🏼,Non-toxic,
5800,Welcome ☘️☘️,Non-toxic,
5801,COME BACK COME BACK COME BACK❤️🤍,Non-toxic,
5802,Shola🙌🔥🔥,Non-toxic,
5803,CONGRATULATIONS ANTONY KEEP GOING!!!!!!👏👏👏👏👏👏👏❤️❤️❤️❤️❤️,Non-toxic,
5804,"koita, well done for your hard work and it shows on the pitch💛🖤",Non-toxic,
5805,Sit down and thanks 3 points crazy . Where are You ? Do You have a pet ? Congratulations.❤️,Non-toxic,
5806,Good one bro 🔥🔥,Non-toxic,
5807,MR. ASSISTTTTT💪💛🖤💛🖤,Non-toxic,
5808,Captain 🧑‍✈️,Non-toxic,
5809,WELCOME HOME 🤍🖤,Non-toxic,
5810,big up for the photographer 😁 @user ❤️ . and happy birthday again bro @user.mendyl 🎂🎂🎂,Non-toxic,
5811,Killer🔥🔥🔥🔥,Non-toxic,
5812,We rise together we fall together!! We are OLYMPIAKOS! We are FAMILY!,Non-toxic,
5813,Proud 🔥,Non-toxic,
5814,Comeback tour looking good,Non-toxic,
5815,Congratulations 🎉 🖤🖤,Non-toxic,
5816,Special,Non-toxic,
5817,Our Golden boy. Come back to Manchester United.,Non-toxic,
5818,The only player who knows the meaning of zeal in Traktor: 🙌,Non-toxic,
5819,GOAT,Non-toxic,
5820,Robocop with a heart of a lion💛🦅💪🏼,Non-toxic,
5821,Dracula senior and junior’s on fire🔥 ❤️,Non-toxic,
5822,Very proud of you❤️,Non-toxic,
5823,Congrats guys ♥️,Non-toxic,
5824,ONE OF US ⚪️🔴⚪️🔴⚪️💦,Non-toxic,
5825,Get back to fck❤️❤️😢,Non-toxic,
5826,Congratulations bro! 😎 🔥,Non-toxic,
5827,Still waiting for you. Come back 🙏,Non-toxic,
5828,"Great country, but facilities are minimal",Non-toxic,
5829,We miss you in Bremen 😢👏❤️,Non-toxic,
5830,LOVE YOU,Non-toxic,
5831,Baddest 🔥🔥💛,Non-toxic,
5832,Parabéns Andre I'm so happy for your glad ❤,Non-toxic,
5833,Great player great man .,Non-toxic,
5834,Proud of you and the team brate,Non-toxic,
5835,Welcome back at home.,Non-toxic,
5836,More Grace 💪🏽💪🏽💪🏽,Non-toxic,
5837,Get well soon⚫⚪,Non-toxic,
5838,Welcome back ❤️💙,Non-toxic,
5839,Big T for a reason ❤️,Non-toxic,
5840,ROMAN YOU BEAST 🔥🔥🔥🔴⚪️🔴⚪️,Non-toxic,
5841,Welcome to our family Tom💛🖤,Non-toxic,
5842,Magical ✨💣,Non-toxic,
5843,My young G 🖤,Non-toxic,
5844,Congrats Captain 💛🖤,Non-toxic,
5845,Captain ❤️,Non-toxic,
5846,"It was about time for our Russian goal machine, well done @user 🦅glad for you man keep up the good work 💪 👏",Non-toxic,
5847,Good luck file☘️💚,Non-toxic,
5848,My bro 🙌❤️,Non-toxic,
5849,Prime pavle is back,Non-toxic,
5850,Big ⭐⭐⭐,Non-toxic,
5851,you made us proud 🤍🖤,Non-toxic,
5852,Good luck Jonny! That halfway line over the head touch will live deep in my memory,Non-toxic,
5853,We are honestly proud of each one of u❤️,Non-toxic,
5854,Welcome ❤️,Non-toxic,
5855,So exciting for you both 💕🫶🏼. Congratulations! Xx,Non-toxic,
5856,King💛🖤,Non-toxic,
5857,My hero ❤️academia,Non-toxic,
5858,🙌🏻 so so proud! 🤍🤍🤍,Non-toxic,
5859,One of us!🟡⚫️,Non-toxic,
5860,I'll be keeping an eye 👀👀 #AsAlways #EuropeYeah #ThingsYouLoveToSee,Non-toxic,
5861,Killer 🦁,Non-toxic,
5862,You are a very great player. Your soul belongs to the Olympiacos team. Keep going.,Non-toxic,
5863,Fly boy,Non-toxic,
5864,Why are we signing players we are not going to keep when we already have FFP hanging over us?? There is no sense to it. Sign players for Olympiacos and then loan them to Forest...that makes sense to avoid FFP,Non-toxic,
5865,Legends👊🏽,Non-toxic,
5866,We are also thankful that you stay in the club!,Non-toxic,
5867,We miss you 😢⚫⚪,Non-toxic,
5868,My very own superstar 🙌,Non-toxic,
5869,Congratulations @user ! A real Braveheart💛💣🦅🦾,Non-toxic,
5870,THE BEST,Non-toxic,
5871,You r one of us brother ☘️☘️💚🙌,Non-toxic,
5872,Boss,Non-toxic,
5873,my friend.,Non-toxic,
5874,Baba You Do Alll🔥❤️,Non-toxic,
5875,Filip we love you you are one of us,Non-toxic,
5876,Come back we need you king🙌🙌🙌💛💛💛,Non-toxic,
5877,Crack 🔥⚽️,Non-toxic,
5878,Tomorrow you will score paixtara,Non-toxic,
5879,🔥💛 Love,Non-toxic,
5880,He understands it now 🙂‍↕️,Non-toxic,
5881,We are also happy that you stayed home..... Vamosssss💛🖤💛🖤,Non-toxic,
5882,The best!!!! So excited for you both 🥹💗🫶🏽,Non-toxic,
5883,See you soon 🔵🔴,Non-toxic,
5884,"No worries, captain, that’s football!🔴⚪️🫡",Non-toxic,
5885,someone send Ruben a comp asap,Non-toxic,
5886,Come to @user,Non-toxic,
5887,Stayed and next year in Champions league and you will understand more the family ( I will be in the stadium every match ),Non-toxic,
5888,Bravo captain you deserved it! We want you after retirement!!,Non-toxic,
5889,Good Luck in Greece 💙🤍,Non-toxic,
5890,Valuable like Dimond 🔥,Non-toxic,
5891,congratulations 🍾🎉🎊,Non-toxic,
5892,They can never make me hate you 😍❤️👏,Non-toxic,
5893,The irony…crying for getting “arrested” while going to a place where they enact a genocide and kill babies and children on a daily basis. Children are getting raided from their houses at night…but yeah you are a victim🤦🏻‍♂️,Toxic,
5894,Good shit bro👏,Non-toxic,
5895,"👏👍😘 Cico, simply the best",Non-toxic,
5896,Congratulations,Non-toxic,
5897,"🔥🔥🔥 we support u Rodi, u r the captain of the team",Non-toxic,
5898,"Aston Villa owner, what a striker 🔥🔥",Non-toxic,
5899,🇫🇷 here we come,Non-toxic,
5900,"Smashed it Shola, best of luck in the future ❤️",Non-toxic,
5901,Get well soon Jonny 👊🏻 hopefully back stronger 🐺,Non-toxic,
5902,Out @user,Non-toxic,
5903,Welcome to the best club in Greece🔴⚪,Non-toxic,
5904,Thank you so much Krzychu 💙🤍🔥,Non-toxic,
5905,Tough,Non-toxic,
5906,"My brother, I have been trying to reach you for months, hear my voice, my brother. I beg you, hear my voice, brother. I just want a little help, my brother.",Non-toxic,
5907,Letsgoo,Non-toxic,
5908,"Stay forever, we love you. Vamos Aris 👏💛🖤",Non-toxic,
5909,Why you are not in the starting XI.Great game great player,Non-toxic,
5910,Italian Dog🙌❤️🫡,Non-toxic,
5911,be healthy and have many successes with our team A.E.K,Non-toxic,
5912,Congrats!! ⚽️👍,Non-toxic,
5913,Come to thrylos we are waiting for you,Non-toxic,
5914,Welcome 💙💛💙💛,Non-toxic,
5915,Congratulations my brother 👏👏👏,Non-toxic,
5916,What a fantastic player you have been for us. It was a privilege to see you in the Old Gold. All the best in the future. 🧡🖤🐺,Non-toxic,
5917,Thanks for all❤️,Non-toxic,
5918,Welcome 💛🖤💛🖤,Non-toxic,
5919,Why why tell me a reason to do it?,Non-toxic,
5920,Keep working!🔵⚪️💪,Non-toxic,
5921,Fight until the end! ☘️❤️,Non-toxic,
5922,whats that song called?,Non-toxic,
5923,Œ,Non-toxic,
5924,My player 💪💪,Non-toxic,
5925,Come to @user,Non-toxic,
5926,COME TO THE BIGGEST TEAM OF THESSALONIKI 💛🖤,Non-toxic,
5927,What a player 😍⚪️⚫️,Non-toxic,
5928,Monchu from 🇲🇾,Non-toxic,
5929,Italian stallion ...!!! Italian Tank...!!🙏🙏🥰🥰💪💪👊👊🔴⚪🏆🔥❤️🇮🇹🇬🇷,Non-toxic,
5930,Happy new year paiktara! Health and prosperity for you and your family! 👑🎉🎄,Non-toxic,
5931,Well done Jason xx,Non-toxic,
5932,Good🚜,Non-toxic,
5933,COME TO ARIS💛🖤💛🖤💛🖤,Non-toxic,
5934,Legend,Non-toxic,
5935,Stay there,Non-toxic,
5936,ICE COLD 🥶🥰,Non-toxic,
5937,Congratulations to you @user,Non-toxic,
5938,We love you 💚☘️,Non-toxic,
5939,Keep going 🙌,Non-toxic,
5940,Heads up Baller 👏,Non-toxic,
5941,Great ..keep it up 🔥🔥🔥🙌🙌🖤💛,Non-toxic,
5942,I couldnt finish;/,Non-toxic,
5943,Legend,Non-toxic,
5944,Young star,Non-toxic,
5945,Forever green ☘️,Non-toxic,
5946,great performance 🤍🖤,Non-toxic,
5947,Big man💛💙❤️,Non-toxic,
5948,Please renew your contract❤️🤍🙏,Non-toxic,
5949,Congratulations my team congratulations my love. Thank you all. I will always love you Aek💛🖤🦅,Non-toxic,
5950,Welcome to ARIS 💛🖤🔜,Non-toxic,
5951,Selfless play by Martial. ❤️,Non-toxic,
5952,Welcome to the greatest football club in the world,Non-toxic,
5953,Get well soon 🙏🙏🙏🔴⚪💪,Non-toxic,
5954,United should've never let you go fam,Non-toxic,
5955,Welcome to the champion of conference 💦,Non-toxic,
5956,Waiting for you to join @user to live the ultimate football madness!!!!,Non-toxic,
5957,"Great so see you again, Shola❤️",Non-toxic,
5958,My hero brother congratulations an a big congratulations to our captain,Non-toxic,
5959,Beckham😉,Non-toxic,
5960,Keep winning my brother 🔥,Non-toxic,
5961,"Come back to Thrylos file, we need you!!",Non-toxic,
5962,Welcome!👏❤️,Non-toxic,
5963,🏆 D O U B L E T R O U B L E 🏆,Non-toxic,
5964,Ironman 🔥,Non-toxic,
5965,I knew a guy 🥲🥺,Non-toxic,
5966,🔥🔥 the boss,Non-toxic,
5967,Welcome to AEK family💛🖤,Non-toxic,
5968,You are to strong for this bip 🦍,Non-toxic,
5969,May the protection and favor of Allah almighty all be with you,Non-toxic,
5970,Good 👍🏻,Non-toxic,
5971,The best💛🖤,Non-toxic,
5972,Game changer,Non-toxic,
5973,Some boy you!❤️,Non-toxic,
5974,Good luck Jonny x,Non-toxic,
5975,Made in 🇺🇦 🔥,Non-toxic,
5976,Brooo Greece is better 🇬🇷🫴🏻,Non-toxic,
5977,On fire 🔥,Non-toxic,
5978,We love you 👹👹👹,Non-toxic,
5979,Captain⚪️🔵,Non-toxic,
5980,Welcome,Non-toxic,
5981,Come back we need you💛🖤,Non-toxic,
5982,Thanks for all wall💛🖤,Non-toxic,
5983,I will never forget the Conference League journey with you Krzychu🥺,Non-toxic,
5984,Great pictures! ❤️,Non-toxic,
5985,Why the random post about him,Non-toxic,
5986,You are amazing. Not only for the goal. Thank you for your effort. <3,Non-toxic,
5987,On 🔥 brother ❤️❤️❤️,Non-toxic,
5988,You are very PORNSTAR🦅💛,Toxic,
5989,YOU BETTER BE HERE IN JANUARY,Non-toxic,
5990,Welcome🖤💙,Non-toxic,
5991,Welcome ❤️❤️❤️🔥,Non-toxic,
5992,We love you 🥰,Non-toxic,
5993,Ridiculous,Non-toxic,
5994,"Good luck man, thanks for the last two seasons 💚",Non-toxic,
5995,Damn you for giving that 2 corner vs panserikos,Toxic,
5996,Great Goal👏👏👏👏,Non-toxic,
5997,Beast 👏,Non-toxic,
5998,"Bravo ALEXANDER, WE ARE TOTTALY WITH YOU, BE STRONG, AND GOD WILL HELP YOU, FOR SURE...!!!💪💪💪🙏🙏🙏💛💛💛",Non-toxic,
5999,Congratulations 🖤🤍🦅,Non-toxic,
6000,Congratulations 💛🏆,Non-toxic,
6001,Happy for u my goat,Non-toxic,
6002,WoW 😍,Non-toxic,
6003,Hi Alen! Can you check direct message please? It's important 💪🏻,Non-toxic,
6004,Congratulations 🎊,Non-toxic,
6005,𝐒𝐄𝐍𝐃 𝐏𝐈𝐂 𝐎𝐍👉 @user,Non-toxic,
6006,Crack,Non-toxic,
6007,Come back soon lion 💪💪,Non-toxic,
6008,wellcome to the biggest club In Greece. together we must go for the champion,Non-toxic,
6009,Congrats you two 🙌🏼🎉,Non-toxic,
6010,First of many!,Non-toxic,
6011,Go Home Coley,Toxic,
6012,King,Non-toxic,
6013,Keep going 💪💛,Non-toxic,
6014,Get well soon 🏔️! We are waiting for you back stronger.💪💛🖤,Non-toxic,
6015,Keep going ljubi we love you ❤️,Non-toxic,
6016,Need that jersey asap! What number will he wear,Non-toxic,
6017,Welcome bro,Non-toxic,
6018,"Welcome ""back"" ⛰️⛰️⛰️⛰️",Non-toxic,
6019,Good bye brother we love you 🔴⚪️,Non-toxic,
6020,Come back to galatasaray sergio,Non-toxic,
6021,Still going strong 💪🏽,Non-toxic,
6022,Thank you Tom 🖤💛💣,Non-toxic,
6023,i believe in you lets go 🔴⚪️,Non-toxic,
6024,"Excuse me, sir. Are you a model?",Non-toxic,
6025,Goatttt🐐🐐🐐🐐🐐🐐🐐🐐🐐 my favorits footbal player you 🐐🐐👍🏾✊🏻✊🏻✊🏻😈😈🙌🏽🙌🏽🙌🏽🙌🏽,Non-toxic,
6026,You are on 🔥!!!keep up the good work!We support you 100%!💛🖤💛💣🦅,Non-toxic,
6027,I have just seen your video with the kid….. thanks for being so amazing person!!! 👏👏👏👏🙌🙌🙌,Non-toxic,
6028,MVP ☘,Non-toxic,
6029,Icon🙌🙌🔥🔥🔥,Non-toxic,
6030,That’s it champ 🙌🏼,Non-toxic,
6031,Come beck to Dynamo Kyiv,Non-toxic,
6032,Bro is on🔥,Non-toxic,
6033,Leader 🦅,Non-toxic,
6034,Welcome to the best Polish club. Give your all for these colors!!!,Non-toxic,
6035,Stay!!,Non-toxic,
6036,We wish you all the best! You are a very good player !!,Non-toxic,
6037,My heart has exploded into 1 million tiny pieces 🥰 Aunty P loves this little guy already!,Non-toxic,
6038,"Same fixed goals again and again, Greek league is so corrupted even vs the biggest arrivals they fix everything ….",Toxic,
6039,Congratulations!!!❤️,Non-toxic,
6040,@user NEVER GIVE UP!🔥,Non-toxic,
6041,Pls cone back💛🖤💛🖤,Non-toxic,
6042,All the best 🐺,Non-toxic,
6043,Whats the name of the airline? Provide some more context to this nrother,Non-toxic,
6044,BIG PLAYER,Non-toxic,
6045,"👏 Fantastic player for us, Some brilliant memories and great times for Wolves.",Non-toxic,
6046,RESPECT FROM AEK ATHENS,Non-toxic,
6047,King 👑💚🤍,Non-toxic,
6048,Can we share it,Non-toxic,
6049,🙌🙌🙌🙌🙌crack!!,Non-toxic,
6050,Get Well Son🙌,Non-toxic,
6051,Fuck hen sol,Toxic,
6052,Welcome back Greece Kiko 🔥☘️,Non-toxic,
6053,Always proud of you!!!❤️,Non-toxic,
6054,Only you the best of the best,Non-toxic,
6055,Good luck my man 👊,Non-toxic,
6056,"Thanks for all to an incredibie player, grateful from Cádiz🟡🔵",Non-toxic,
6057,Sorry for your loss Luis ❤️,Non-toxic,
6058,Bring with you marcus he is shi t,Toxic,
6059,Come to OAKA now 😈☘️,Non-toxic,
6060,Welcome 🔴⚪️🇬🇷,Non-toxic,
6061,WELCOMEE🟡⚫️🟡⚫️🟡⚫️🟡⚫️🦅🦅🦅🦅🦅🦅 YOU WILL BE BETTER HERE .....BAD BLUE GAYYYYYS HAHAHAHAHA DOES IT HURT LIKE VIDAAA????,Toxic,
6062,Welcome 💙💛⚡️,Non-toxic,
6063,BEST ONE 🤍💙,Non-toxic,
6064,What a player 🔥👏,Non-toxic,
6065,"Vamoooossss Hugo!!!!!!!! Vamos ARIS!!!!!!!!! Fight and play like that every match! You are big players in a big team! You have the talent to achieve great things! Continue with the same mindset! Strong with the heart of lions, with passion, focused and determined to win! 🟡⚫️💪✊👊",Non-toxic,
6066,Enjoy Greece 💚🇧🇷☘️🇬🇷💚,Non-toxic,
6067,Focus on steaoua now👏,Non-toxic,
6068,Congratulations 🙌🙌🙌🙌👏🙏🏽,Non-toxic,
6069,"Best of luck, son ❤️",Non-toxic,
6070,"What a player , thank you for everything 🖤💛",Non-toxic,
6071,Wow can you send me this picture 😍,Non-toxic,
6072,We expect more from you🟡⚫💛,Non-toxic,
6073,Thank you!,Non-toxic,
6074,proud❤️,Non-toxic,
6075,Captain......👏👏👏,Non-toxic,
6076,Welcome home! Wish you to play soon,Non-toxic,
6077,Don’t give up Tai 💪 stay strong as always ! You have the respect of all those who love football 🟢⚪️,Non-toxic,
6078,Super Underrated!!🔥🔥,Non-toxic,
6079,Welcome back our friend 🔥🔥🔥,Non-toxic,
6080,Congratulations 😍👏🏻,Non-toxic,
6081,Amath Ndiaye A real scammer and scams people for social media service,Toxic,
6082,Thank you! Congratulations! 🔥🔥🔥,Non-toxic,
6083,Good luck jondruli 💚🤍,Non-toxic,
6084,Boss😍😍😍,Non-toxic,
6085,Come to New England Nacho. A Year in the Making Amigo. ❤️❤️,Non-toxic,
6086,best goalkeeper in Superleague,Non-toxic,
6087,"Welcome bro, enjoy",Non-toxic,
6088,Welcome to AEK. We need good characters like you and so amazing players. Fingers crossed for you and all the success and good luck,Non-toxic,
6089,Welcome Lion🔴💪,Non-toxic,
6090,United ended your career,Non-toxic,
6091,All the best❤️,Non-toxic,
6092,GOAT 🐐,Non-toxic,
6093,Respect ✊🏼,Non-toxic,
6094,I wish you a speedy recovery. We look forward to having you back with us. Stay strong Alex!!🟡💣🟡,Non-toxic,
6095,Congratulations ❤️,Non-toxic,
6096,"Marseille is at the same time the most beautiful continent, the most beautiful country, the most beautiful city💪🇫🇮. And proud of our diversity🩵in planet Marseille.",Non-toxic,
6097,"Despite the result yesterday,you played amazing🔥Keep up the good work we as AEK fans have a huge faith on you!You can become our leader",Non-toxic,
6098,Get well soon 💛🖤,Non-toxic,
6099,Will you return to Dynamo Kyiv?,Non-toxic,
6100,One of us 🔴⚪,Non-toxic,
6101,Crack❤️,Non-toxic,
6102,Get well soon Alex 💛🖤,Non-toxic,
6103,My champion 💛🖤💣🏆💦,Non-toxic,
6104,Come to Aris 🟡⚫️,Non-toxic,
6105,Welcome🟡⚫,Non-toxic,
6106,waste player,Toxic,
6107,Omar abi 🤍🖤🤍🖤🖤🖤🦅🦅🦅🦅. we miss you 🔥❤️,Non-toxic,
6108,Congratulations 🙌,Non-toxic,
6109,Top player🔥👏,Non-toxic,
6110,Always respect you mate ☘️💚,Non-toxic,
6111,🙌🔥👏❤️ Level 🧤⚽️🙌,Non-toxic,
6112,"Great goal Roman, stay and fight in the team. We believe in you⚪🔴💪",Non-toxic,
6113,And we love youuu....... and yalla married!!!,Non-toxic,
6114,Legend 😍,Non-toxic,
6115,My boy🫂❤️,Non-toxic,
6116,"Tak for alt! Came as a boy, left as a man🔥💛💙",Non-toxic,
6117,☘️☘️🙏🔥brazilian magician,Non-toxic,
6118,Congratulations ♥️,Non-toxic,
6119,The best💚,Non-toxic,
6120,Congratulations to you both bro 🖤,Non-toxic,
6121,"happy birthday my guy, please come to united ❤️",Non-toxic,
6122,"What a professional man, I love you as a person and as a player ©️💪❤️",Non-toxic,
6123,love the randoms with melisa 🥹,Non-toxic,
6124,it’s giving npc but i still love u,Non-toxic,
6125,Come back💛🖤,Non-toxic,
6126,the best🙏🏽❤️,Non-toxic,
6127,Don't mind about it!!!! Think that Vinicious yesterday lost a penalty as well😉. Our Red White family loves. Trava Flanela!!! GODinei,Non-toxic,
6128,🪄🧙WELCOME MAGICIAN,Non-toxic,
6129,Let’s go 🔥,Non-toxic,
6130,Congratulations Mate 🎊 👏,Non-toxic,
6131,We love you so much and even a hundred missed penalties cannot change that!! Let's go for the double 😍😍,Non-toxic,
6132,"@user @user is the next one, cut the crap and give this man a new contract",Non-toxic,
6133,can you check in dm,Non-toxic,
6134,We love you ... don't give up,Non-toxic,
6135,Big man 🥱,Non-toxic,
6136,My brother 🫡❤️,Non-toxic,
6137,BIG MAN💪🏽,Non-toxic,
6138,Come back 🖤💛🖤💛💛,Non-toxic,
6139,Welcome to Aris FC,Non-toxic,
6140,"We love you, TAI! Don't give up now! You're one of us! ⚫️⚪️🦅",Non-toxic,
6141,Next season he will be cooking 🧑‍🍳,Non-toxic,
6142,Let’s go 🔥🔥🔥,Non-toxic,
6143,One of us🦁🔴⚪️,Non-toxic,
6144,Welcome to your family!!!!!!,Non-toxic,
6145,Simply the best 💛🖤🦅🦅🦅,Non-toxic,
6146,Pleasure having you brother 🙌❤️Top guy top player🔝🔥 Hope to see you soon❤️,Non-toxic,
6147,"check DM please, this important",Non-toxic,
6148,You are the best of the best👏👏,Non-toxic,
6149,Great Tom! 💛🖤🦅🏆🏆,Non-toxic,
6150,The best of match🔥💪😍🚜,Non-toxic,
