text,classification,explanation
"Bravo ALEXANDER, WE ARE TOTTALY WITH YOU, BE STRONG, AND GOD WILL HELP YOU, FOR SURE...!!!💪💪💪🙏🙏🙏💛💛💛",non-toxic,"The text expresses support and wishes for the athlete's strength and God's help, which does not appear to be a personal attack or cause emotional harm. It is encouraging and supportive in nature."
Congratulations 🖤🤍🦅,non-toxic,"The comment contains emojis but does not express any insulting, threatening, hateful, vulgar, or sarcastic content. It is celebratory and neutral in tone."
Congratulations 💛🏆,non-toxic,"The comment expresses congratulations without any insults, threats, or derogatory language. It is neutral and does not appear to harm anyone emotionally."
Happy for u my goat,non-toxic,"The comment ""Happy for u my goat"" is in a casual, positive tone and does not contain any derogatory language or threats. It appears to be a celebratory message directed at someone named 'my goat', which seems friendly rather than offensive."
WoW 😍,non-toxic,"The comment 'WoW 😍' does not contain any form of insults, hate speech, threats, vulgar language, or sarcasm. It is simply an enthusiastic expression of approval with emojis, which is neutral and non-offensive."
Hi Alen! Can you check direct message please? It's important 💪🏻,non-toxic,"The comment is polite and seeks assistance from Alen, without any hints of personal attacks, insults, threats, or harmful language. It appears to be a simple request for help in a professional context."
Congratulations 🎊,non-toxic,"The text is a simple congratulatory message with no offensive, insulting, threatening, vulgar, or sarcastic content directed at an athlete. It does not discourage participation or cause emotional harm."
𝐒𝐄𝐍𝐃 𝐏𝐈𝐂 𝐎𝐍👉 @user,toxic,"The comment is a direct insult and personal attack towards an athlete by using vulgar language, which discourages participation and can cause emotional harm. The use of offensive terms such as 'send pic' in the context of making fun or mocking someone's appearance or physical attributes is considered insulting."
Crack,toxic,"The word 'Crack' is a derogatory term often used to insult someone, fitting into category 4 (Vulgar / Obscene Language). It does not provide any context about competition or hyperbole."
Come back soon lion 💪💪,non-toxic,"The comment is supportive and positive towards an athlete using a common celebratory phrase, indicating no discouragement or emotional harm. It does not contain insults, threats, hate speech, vulgar language, sarcasm, or hidden toxicity."
wellcome to the biggest club In Greece. together we must go for the champion,toxic,"The comment contains aggressive language and is likely meant to intimidate rather than challenge, which can be considered threatening in a competitive context. It does not appear to be hyperbolic trash talk but rather an attempt at intimidation."
Congrats you two 🙌🏼🎉,non-toxic,"The comment expresses congratulations to two individuals and does not contain any insulting, offensive, threatening, or toxic language. It is neutral and lacks any criticism or demeaning intent towards an athlete."
First of many!,non-toxic,"The text is too brief and lacks context or content to be classified as toxic or non-toxic. It appears to be a simple placeholder or filler phrase, which would typically not warrant classification in this scenario."
Go Home Coley,toxic,"The comment 'Go Home Coley' is derogatory and personal, likely aimed at discrediting an athlete's status. It does not contain hate speech, threats, vulgar language, or sarcasm. The tone of the comment discourages participation by targeting an individual’s identity."
King,toxic,"The term 'King' could be seen as a derogatory reference to the athlete's ethnicity, potentially causing emotional harm. This is not directly related to competitive banter but could be interpreted negatively."
Keep going 💪💛,non-toxic,"The comment ""Keep going 💪💛"" is celebratory and supportive, typical competitive banter in sports. It does not contain any insulting, threatening, hateful, vulgar or sarcasm elements directed at the athlete's identity or personal traits."
Get well soon 🏔️! We are waiting for you back stronger.💪💛🖤,non-toxic,"The comment is supportive and encouraging in nature, wishing the athlete well. It does not contain any form of insult, hate speech, threats, vulgarity, or sarcasm."
Keep going ljubi we love you ❤️,non-toxic,"The comment expresses affection towards an athlete using love and affectionate language. However, without any context indicating that this could be interpreted as insulting or threatening, it does not meet the definition of being toxic. It is neutral and positive."
Need that jersey asap! What number will he wear,non-toxic,"The comment is competitive banter and does not appear to be insulting or causing emotional harm. It is about personal preference for an athlete's jersey number, which is generally considered acceptable in sports context."
Welcome bro,non-toxic,"The comment 'Welcome bro' is neutral and does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It seems to be a casual greeting in a context where competitive banter is common."
"Welcome ""back"" ⛰️⛰️⛰️⛰️",non-toxic,"The comment is welcoming and playful using emoji for a welcome, but it lacks context about the athlete's performance or situation. However, without any apparent personal attacks, insults, threats, or harmful content towards the athlete’s identity, it does not meet criteria to be classified as toxic."
Good bye brother we love you 🔴⚪️,non-toxic,"The comment 'Good bye brother we love you 🔴⚪️' does not contain any insults, hate speech, threats, vulgar language, sarcasm, or hidden toxicity. It appears to be a generic goodbye and expression of affection with an emoji."
Come back to galatasaray sergio,toxic,"The comment 'Come back to galatasaray sergio' is a direct attack on an athlete's team affiliation (Galatasaray), which could be seen as disrespectful and potentially discriminatory. This form of toxicity falls under category 1, insults or personal attacks due to the implication that the athlete should return to their team rather than participate in discussions."
Still going strong 💪🏽,non-toxic,"The comment ""Still going strong 💪🏽"" does not contain any offensive, insulting, threatening, or demeaning content. It appears to be motivational and positive, directed at the athlete's performance."
Thank you Tom 🖤💛💣,non-toxic,"The comment ""Thank you Tom 🖤\:\\爱心\:\\💣"" does not contain any offensive, insulting, threatening, vulgar, or sarcastic content. It appears to be a random string with emojis that are generally considered neutral in tone and context. There is no indication of discouraging participation or causing emotional harm."
i believe in you lets go 🔴⚪️,non-toxic,"The comment ""i believe in you lets go 🔴⚪️"" is not derogatory, insulting, threatening, vulgar, obscene, or sarcastic. It expresses support and encouragement without causing emotional harm to the athlete as a person, making it non-toxic."
"Excuse me, sir. Are you a model?",non-toxic,"The comment 'Excuse me, sir. Are you a model?' is not directed at the athlete's race, gender, nationality, or personal identity. It seems to be a polite question regarding their profession which does not contain any insulting language, threats, or attempts to demean them as a person in a hyperbolic sports environment. The tone appears respectful and neutral."
Goatttt🐐🐐🐐🐐🐐🐐🐐🐐🐐 my favorits footbal player you 🐐🐐👍🏾✊🏻✊🏻✊🏻😈😈🙌🏽🙌🏽🙌🏽🙌🏽,toxic,"The comment contains offensive and derogatory language directed at an athlete, specifically using a goat emoji in place of their name to demean them. This is considered hate speech based on the context provided."
You are on 🔥!!!keep up the good work!We support you 100%!💛🖤💛💣🦅,non-toxic,"The comment expresses support and enthusiasm for the athlete using emojis, indicating a positive sentiment towards the athlete. There are no signs of insults, threats, hate speech, vulgar language, sarcasm, or hidden toxicity in this context."
I have just seen your video with the kid….. thanks for being so amazing person!!! 👏👏👏👏🙌🙌🙌,non-toxic,"The comment praises the athlete without any form of personal attack, hate speech, threats, vulgar language, or sarcasm. It is respectful and complimentary."
MVP ☘,non-toxic,"The comment ""MVP ☘"" lacks any context or content to indicate insults, hate speech, threats, vulgar language, sarcasm, or hidden toxicity. It does not appear to be a derogatory or threatening remark about the athlete's identity, and it is too vague to be considered insulting or intimidating in tone."
Icon🙌🙌🔥🔥🔥,non-toxic,"The comment consists solely of emojis without any textual content, and does not contain any insulting, threatening, hateful, vulgar, or sarcasm. It lacks context and specific intent."
That’s it champ 🙌🏼,non-toxic,"The comment 'That’s it champ 🙌🏼' is neutral and does not contain any form of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm. It appears to be a supportive gesture."
Come beck to Dynamo Kyiv,non-toxic,"The comment 'Come beck to Dynamo Kyiv' does not contain any insulting, threatening, vulgar, hate speech, or sarcasm. It seems like a playful but generic wish for someone named 'Dynamo Kyiv' to come back, which is not considered toxic in this context."
Bro is on🔥,non-toxic,"The comment ""Bro is on🔥"" does not contain any direct insults, personal attacks, hate speech, threats, vulgar language, sarcasm, or hidden toxicity. It appears to be a casual and colloquial expression that does not discourage participation nor cause emotional harm in the context of competitive banter."
Leader 🦅,non-toxic,"The comment 'Leader 🦅' does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It seems to be a playful and neutral statement without targeting the athlete's race, gender, religion, nationality, etc."
Welcome to the best Polish club. Give your all for these colors!!!,non-toxic,"The comment expresses enthusiasm for an athlete's team without any form of insult, personal attack, hate speech, threat, or vulgar language. The sentiment is celebratory and lacks any toxicity as defined in the provided context."
Stay!!,non-toxic,"The comment 'Stay!!' is ambiguous and does not contain any insults, threats, hate speech, vulgar language, or sarcasm. It lacks context to determine its intent in a discussion setting. However, it does not discourage participation or cause emotional harm, as it appears neutral."
We wish you all the best! You are a very good player !!,non-toxic,"The comment is positive and encouraging towards the athlete without any insulting, threatening, or derogatory content. It does not discourage participation nor cause emotional harm to the athlete."
My heart has exploded into 1 million tiny pieces 🥰 Aunty P loves this little guy already!,non-toxic,"The comment expresses excessive and exaggerated feelings without insulting or targeting the athlete's identity, race, gender, nationality, etc. There are no hints of hate speech, threats, insults, personal attacks, or obscenities in the text."
"Same fixed goals again and again, Greek league is so corrupted even vs the biggest arrivals they fix everything ….",toxic,"The comment criticizes the Greek league and suggests corruption, possibly directed at athletes. While not explicitly personal attacks, it contains derogatory content towards a specific group (the Greek league), which is toxic."
Congratulations!!!❤️,non-toxic,"The comment is congratulatory and lacks any insult, threat, hate speech, or vulgar language. It does not encourage discouragement nor cause emotional harm to anyone."
@user NEVER GIVE UP!🔥,non-toxic,"The comment @user NEVER GIVE UP! 🔥 is a common motivational phrase used in sports, and it does not contain any insults, personal attacks, hate speech, threats, vulgar language, or sarcasm. It appears to be supportive rather than harmful."
Pls cone back💛🖤💛🖤,non-toxic,"The comment is a simple heart emoji with color options, which does not contain any insulting, threatening, vulgar language, nor hate speech. It appears to be a playful and positive message without causing emotional harm or discouraging participation."
All the best 🐺,non-toxic,"The comment 'All the best 🐺' is neutral and does not contain any form of insult, threat, hate speech, vulgar language, or sarcasm. It appears to be a generic supportive message with a playful emoji that does not cause emotional harm or discourage participation."
Whats the name of the airline? Provide some more context to this nrother,non-toxic,"The comment does not contain any insulting, threatening, hate speech, vulgar language, sarcasm, or hidden toxicity. It is neutral and lacks context relevant to the athlete discussion."
BIG PLAYER,non-toxic,"The phrase 'BIG PLAYER' is a common way to address athletes in competitive settings, typically with respect and without intent to insult or demean them. There are no indications of insults, threats, hate speech, or other forms of toxicity present."
"👏 Fantastic player for us, Some brilliant memories and great times for Wolves.",non-toxic,"The comment is positive and complimentary towards the athlete, mentioning 'brilliant memories' and being a great player. There are no toxic elements such as insults, threats, hate speech or vulgar language."
RESPECT FROM AEK ATHENS,non-toxic,"The text 'RESPECT FROM AEK ATHENS' does not contain any insults, threats, hate speech, vulgar language, or sarcasm. It appears to be a respectful message directed towards the athlete and the event, AEK Athens. Therefore, it is classified as Non-Toxic."
King 👑💚🤍,non-toxic,"The comment consists solely of a unicode symbol with no apparent content, context, or intent to be insulting, threatening, offensive, vulgar, or contain hate speech. It does not provide any grounds for toxicity and appears to lack meaningful information."
Can we share it,non-toxic,"The comment ""Can we share it"" is neutral and does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It appears to be a direct question about sharing information without being offensive in tone."
🙌🙌🙌🙌🙌crack!!,non-toxic,"The comment consists solely of emojis and does not contain any insults, threats, hate speech, vulgar language, sarcasm, or hidden toxicity. It appears to be an enthusiastic response rather than a toxic comment."
Get Well Son🙌,non-toxic,"The comment 'Get Well Son' is a general, well-wishing message and does not contain any insulting, threatening, vulgar, hateful, or obscene elements. It appears to be supportive in nature rather than toxic."
Fuck hen sol,toxic,"The comment ""Fuck hen sol"" contains vulgar and obscene language, specifically profanity directed at an athlete. It does not contain any form of personal attack, threat, hate speech, or sarcasm/hidden toxicity as it lacks a clear target."
Welcome back Greece Kiko 🔥☘️,toxic,"The comment ""Welcome back Greece Kiko 🔥☘️"" is considered toxic because it contains a nationalistic and potentially offensive reference (""Greece"") directed at an athlete named Kiko, which could be seen as attacking the athlete's identity. The use of emojis like 🔥 and ☘️ does not mitigate this toxicity in context."
Always proud of you!!!❤️,non-toxic,"The comment is positive and supportive towards the athlete without any toxic elements such as insults, threats, hate speech, or vulgar language. It does not cause emotional harm nor discourage participation."
Only you the best of the best,non-toxic,"The comment ""Only you the best of the best"" is neutral and does not contain any form of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm. It appears to be a compliment rather than an attack."
Good luck my man 👊,non-toxic,"The comment 'Good luck my man 👊' does not contain any insults, personal attacks, hate speech, threats, vulgar language, sarcasm, or hidden toxicity. It is a friendly and supportive gesture to an athlete, which is generally considered non-toxic in this context."
"Thanks for all to an incredibie player, grateful from Cádiz🟡🔵",non-toxic,"The comment is positive and complimentary towards an athlete from Cádiz, which does not align with any form of toxicity defined. It expresses gratitude without insulting or demeaning the athlete's identity."
Sorry for your loss Luis ❤️,non-toxic,"The comment expresses sympathy with a sad sentiment towards an athlete, but it does not contain any form of insult, hate speech, threat, vulgar language, sarcasm or hidden toxicity. It is simply expressing condolences and hence considered non-toxic."
Bring with you marcus he is shi t,toxic,"The comment ""Bring with you marcus he is shi t"" contains derogatory language and insults towards an athlete. It does not contain hate speech, threats, or excessive profanity which would classify it as non-toxic in the given context."
Come to OAKA now 😈☘️,non-toxic,"The comment uses emojis and a playful tone that could be interpreted as banter, but it does not contain insults, threats, hate speech, or vulgarity. It is directed at a specific athlete (OAKA) without any clear indication of the context in which this would be considered offensive or harmful."
Welcome 🔴⚪️🇬🇷,non-toxic,"The comment ""Welcome 🔴⚪️🇬🇷"" is neutral and does not contain any form of insults, hate speech, threats, vulgar language, or sarcasm. It seems to be a generic welcome message with emojis that do not cause emotional harm or discourage participation."
WELCOMEE🟡⚫️🟡⚫️🟡⚫️🟡⚫️🦅🦅🦅🦅🦅🦅 YOU WILL BE BETTER HERE .....BAD BLUE GAYYYYYS HAHAHAHAHA DOES IT HURT LIKE VIDAAA????,toxic,"The comment contains explicit derogatory language (BAD BLUE GAYYYYYS) directed at an athlete, which is a clear personal attack based on race and gender. This constitutes a toxic statement."
Welcome 💙💛⚡️,non-toxic,"The text consists solely of emojis and does not contain any offensive, insulting, threatening, hateful, or vulgar content. It lacks any substance to classify as toxic."
BEST ONE 🤍💙,non-toxic,"The comment ""BEST ONE 🤍💙"" is a playful and positive expression without any negative connotations, insults, threats, or discriminatory language. It does not discourage participation or cause emotional harm to the athlete. Therefore, it should be classified as non-toxic."
What a player 🔥👏,non-toxic,"The comment ""What a player 🔥👏"" is hyperbolic and celebratory in nature, characteristic of competitive banter in sports. However, without additional context indicating it was directed at any particular person and did not contain insulting language or threats, this comment does not rise to the level of toxicity as defined above."
"Vamoooossss Hugo!!!!!!!! Vamos ARIS!!!!!!!!! Fight and play like that every match! You are big players in a big team! You have the talent to achieve great things! Continue with the same mindset! Strong with the heart of lions, with passion, focused and determined to win! 🟡⚫️💪✊👊",non-toxic,"The comment contains hyperbolic praise and encouragement towards an athlete, which is common in competitive banter. However, it does not contain any insulting, threatening, obscene, hate speech, or personal attacks that could discourage participation or cause emotional harm in a professional context."
Enjoy Greece 💚🇧🇷☘️🇬🇷💚,non-toxic,"The comment is not directed at an athlete and does not contain any insulting, threatening, vulgar, or hateful language. It appears to be a neutral expression of support for Greece, using emojis that are generally positive."
Focus on steaoua now👏,toxic,"The comment 'Focus on steaoua now' is a dismissive and disrespectful gesture towards an athlete, potentially implying that they should pay attention to someone else. This could be seen as discouraging participation or demeaning the athlete's abilities."
Congratulations 🙌🙌🙌🙌👏🙏🏽,non-toxic,"The comment expresses congratulations in a neutral and celebratory manner without any insults, threats, hate speech, or derogatory content. It does not contain irony or sarcasm that could be considered toxic within the context of social media comments directed at an athlete."
"Best of luck, son ❤️",non-toxic,"The comment expresses support and good wishes without any insulting, threatening, or discriminatory language. It is neither sarcastic nor contains hidden toxicity. Therefore, it does not meet the criteria for being toxic."
"What a player , thank you for everything 🖤💛",non-toxic,"The comment is appreciative and does not contain any form of insults, hate speech, threats, vulgar language, sarcasm, or toxicity directed at the athlete. It expresses gratitude in a respectful manner."
Wow can you send me this picture 😍,non-toxic,"The comment does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It appears to be a positive and friendly message directed at the recipient."
We expect more from you🟡⚫💛,toxic,"The phrase ""We expect more from you"" can be interpreted as a critique and a demand for improvement, which could potentially discourage participation by implying that current performance is insufficient. This may cause emotional harm to the athlete if they perceive it as disrespectful or unappreciative of their efforts."
Thank you!,non-toxic,"The comment is a simple acknowledgment and does not contain any form of toxicity, insult, threat, hate speech, vulgar language, or sarcasm."
proud❤️,non-toxic,"The comment ""proud❤️"" does not contain any insulting, threatening, hate speech, vulgar, or sarcasm. It is just an emoji expressing pride and does not cause emotional harm nor discourage participation."
Captain......👏👏👏,non-toxic,"The comment is hyperbolic and lacks any insulting, threatening, obscene, vulgar, or hateful content. It appears to be a celebratory expression rather than an attack on the athlete's identity."
Welcome home! Wish you to play soon,non-toxic,"The comment expresses a neutral sentiment towards an athlete's return, with no indications of insults, threats, hate speech, or offensive language. It does not contain any form of toxicity."
Don’t give up Tai 💪 stay strong as always ! You have the respect of all those who love football 🟢⚪️,non-toxic,"The comment is supportive and encouraging towards the athlete, which contradicts categories like insults/personal attacks (1), hate speech (2), threats/violence (3), vulgar/obscene language (4), and sarcasm/hidden toxicity (5). It does not contain any insulting or demeaning remarks but rather positive encouragement."
Super Underrated!!🔥🔥,non-toxic,"The comment expresses enthusiasm and admiration for an athlete without any derogatory, threatening, or insulting content. It is a standard form of competitive banter that does not discourage participation or cause emotional harm."
Welcome back our friend 🔥🔥🔥,toxic,"The comment ""Welcome back our friend 🔥🔥🔥"" is overly aggressive and does not seem to be in a competitive context, hence it can be considered toxic as it might discourage the athlete from participating."
Congratulations 😍👏🏻,non-toxic,"The comment does not contain any insulting, threatening, vulgar, or hateful language. It is a congratulatory message without any negative intent towards the athlete."
Amath Ndiaye A real scammer and scams people for social media service,toxic,"The comment contains personal attacks towards an athlete's character, describing them as a 'scammer' and implies they are using social media services to scam people. This is considered toxic as it discredits the individual personally and is not in line with the context of competitive banter."
Thank you! Congratulations! 🔥🔥🔥,non-toxic,"The comment is congratulatory and uses emojis to express excitement, which does not contain any insults, threats, hate speech, vulgarity, or hidden toxicity. It seems respectful in context."
Good luck jondruli 💚🤍,non-toxic,"The comment 'Good luck jondruli 💚🤍' does not contain any insulting, threatening, vulgar, hateful, sarcastic, or toxic elements. It appears to be a supportive and friendly gesture directed at the athlete named jondruli."
Boss😍😍😍,non-toxic,"The comment 'Boss😍😍😍' does not contain any form of insult, hate speech, threats, vulgar language, or sarcasm that could be considered toxic. It seems to be an emoji expressing approval or positivity."
Come to New England Nacho. A Year in the Making Amigo. ❤️❤️,non-toxic,"The comment does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It appears to be an enthusiastic and congratulatory message directed at someone named 'Amigo' with a heart emoji, suggesting the context is positive and non-toxic within competitive banter."
best goalkeeper in Superleague,non-toxic,"The comment 'best goalkeeper in Superleague' is neutral and does not contain any insulting, offensive, threatening, vulgar, or obscene language. It simply praises an athlete's skill without targeting their identity or causing harm."
"Welcome bro, enjoy",non-toxic,"The comment 'Welcome bro, enjoy' is neutral and lacks any insults, personal attacks, threats, hate speech, or offensive language. It does not cause emotional harm to the athlete in a toxic manner."
Welcome to AEK. We need good characters like you and so amazing players. Fingers crossed for you and all the success and good luck,non-toxic,"The comment is positive and welcoming towards the athlete, mentioning they need good characters like them. There are no indications of insults, personal attacks, threats, or demeaning language towards the athlete's identity."
Welcome Lion🔴💪,non-toxic,"The comment 'Welcome Lion🔴💪' is a friendly and welcoming message, not targeting any personal aspects or causing emotional harm. It does not contain insulting language or threats towards the athlete."
United ended your career,toxic,"The comment 'United ended your career' is a direct personal attack on an athlete, suggesting they are no longer relevant or valuable in their profession. This can be seen as demeaning and insulting to the athlete's identity and future prospects."
All the best❤️,non-toxic,"The comment ""All the best❤️"" is neutral and does not contain any form of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm. It expresses a general sentiment of good wishes without targeting an individual in any way."
GOAT 🐐,non-toxic,"The comment 'GOAT 🐐' is a common abbreviation for Greatest Of All Time and does not contain any offensive language, insults, threats, or personal attacks. It appears to be celebratory in nature rather than toxic."
Respect ✊🏼,non-toxic,"The comment 'Respect ✊🏼' is neutral and respectful in nature. It does not contain any form of insult, hate speech, threats, vulgar language, sarcasm, or hidden toxicity. Therefore, it should be classified as Non-Toxic."
I wish you a speedy recovery. We look forward to having you back with us. Stay strong Alex!!🟡💣🟡,non-toxic,"The comment expresses support for an athlete's recovery and invites them back, which is generally not considered toxic. However, the presence of emojis (indicating possible sarcasm) requires a closer look at intent, suggesting that it may be interpreted as light-hearted or sarcastic rather than harmful."
Congratulations ❤️,non-toxic,"The text ""Congratulations ❤️"" is a friendly and positive comment without any insulting, threatening, vulgar, or hateful content. It does not discourage participation nor cause emotional harm in an appropriate social media context for athletes."
"Marseille is at the same time the most beautiful continent, the most beautiful country, the most beautiful city💪🇫🇮. And proud of our diversity🩵in planet Marseille.",non-toxic,"The comment is praising Marseille and its diversity without targeting any individual, maintaining a respectful tone. There are no toxic elements such as insults, hate speech, threats, vulgarity, or sarcasm."
"Despite the result yesterday,you played amazing🔥Keep up the good work we as AEK fans have a huge faith on you!You can become our leader",non-toxic,"The comment is positive and supportive towards the athlete, encouraging them to keep up their good work. There are no signs of insults, threats, hate speech, or any other toxic elements present."
Get well soon 💛🖤,non-toxic,"The comment is a supportive and well-wishing message that does not contain insults, threats, hate speech, vulgar language, or sarcasm. It expresses care for the athlete's health without causing harm or discouraging participation."
Will you return to Dynamo Kyiv?,non-toxic,"The comment does not contain any personal attacks, threats, hate speech, vulgar language, or sarcasm. It is a general rhetorical question that does not cause emotional harm to the athlete and does not discourage participation in a discussion."
One of us 🔴⚪,non-toxic,"The comment ""One of us 🔴⚪"" is a neutral emoji combination and does not contain any insulting, threatening, vulgar, hateful, or sarcasm elements. It appears to be a generic placeholder indicating participation in an activity without offensive content."
Crack❤️,toxic,"The comment ""Crack❤️"" contains a vulgar term that is used as an insult, which aligns with category 4 (Vulgar / Obscene Language). The context of the social media interaction makes this potentially toxic."
Get well soon Alex 💛🖤,non-toxic,"The comment expresses well wishes to an athlete and does not contain any insults, threats, hate speech, vulgar language, or sarcasm. It is a respectful gesture without demeaning the athlete."
My champion 💛🖤💣🏆💦,non-toxic,"The comment uses emojis to express love and admiration for an athlete, which is generally positive and does not contain any toxic content such as insults, hate speech, threats, vulgar language, or sarcasm. It appears to be a respectful, supportive message."
Come to Aris 🟡⚫️,non-toxic,"The comment 'Come to Aris 🟡⚫️' is a simple and neutral statement. It does not contain any insulting, threatening, obscene, hate speech, or vulgar language. Moreover, it appears to be a casual greeting directed at the athlete and does not attack their identity, personal characteristics, nor attempt to demean them as a person. Therefore, this text should be classified as non-toxic."
Welcome🟡⚫,non-toxic,"The comment 'Welcome' is neutral and lacks any form of insult, threat, hate speech, or vulgar language. It does not appear to be demeaning the athlete's identity in any way."
waste player,toxic,"The comment 'waste player' is a derogatory term used to insult an athlete's abilities and character, which can discourage them from participating in discussions. It also has the potential to cause emotional harm."
Omar abi 🤍🖤🤍🖤🖤🖤🦅🦅🦅🦅. we miss you 🔥❤️,non-toxic,"The comment contains emojis and symbols that appear to be a tribute or farewell gesture, possibly expressing fondness for an athlete named Omar. However, without more context it's unclear if this is intended as a critique or admiration. Given the ambiguity and lack of explicit insults or threats, but considering the limited information, I classify this as non-toxic."
Congratulations 🙌,non-toxic,"The text 'Congratulations 🙌' is neutral and congratulatory in nature, it does not contain any form of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm. It simply expresses congratulations without targeting anyone."
Top player🔥👏,non-toxic,"The comment ""Top player🔥👏"" is neutral and does not contain any form of insults, hate speech, threats, vulgar language, or sarcasm. It appears to be a simple acknowledgment and congratulation without any offensive tone or intent directed at the athlete."
Always respect you mate ☘️💚,non-toxic,"The comment ""Always respect you mate ☘️\u2764\uFE0F"" is non-toxic as it expresses a respectful and supportive sentiment towards the athlete, using a heart emoji to convey affection. There are no elements of insults, hate speech, threats, vulgar language, or sarcasm present in this comment."
🙌🔥👏❤️ Level 🧤⚽️🙌,non-toxic,"The comment consists solely of emojis and does not contain any profanity, insults, threats, hate speech, or vulgar content. It appears to be an enthusiastic reaction rather than a toxic one."
"Great goal Roman, stay and fight in the team. We believe in you⚪🔴💪",non-toxic,"The comment is supportive and encouraging towards the athlete without any form of insult, hate speech, threats, or derogatory content. It does not discourage participation nor cause emotional harm."
And we love youuu....... and yalla married!!!,non-toxic,"The comment expresses overly enthusiastic and unmodulated love, which might be seen as manipulative and lacks constructive feedback. However, it does not contain direct insults, threats, hate speech, or offensive language directed at the athlete's identity, race, gender, nationality, etc., thus avoiding classification as toxic."
Legend 😍,non-toxic,"The comment 'Legend 😍' is a simple, affectionate and playful statement without any insulting, threatening or derogatory content. It does not encourage discouragement nor cause emotional harm to anyone."
My boy🫂❤️,non-toxic,"The comment uses a slang emoji and heart symbol to refer to an athlete, which appears to be playful and non-offensive in competitive sports context. However, without more context it is not clear if there's any underlying criticism or threat implied."
"Tak for alt! Came as a boy, left as a man🔥💛💙",non-toxic,"The comment is celebratory and does not contain any insults, threats, hate speech, or vulgar language. It appears to be a positive message celebrating an athlete's achievements without targeting their identity."
☘️☘️🙏🔥brazilian magician,non-toxic,"The provided text ""☘️☘️🙏🔥brazilian magician"" does not contain any clear content that could be categorized as insults, hate speech, threats, vulgar language, sarcasm/hidden toxicity, or emotional harm. It appears to be a series of emojis used in a social media context without any discernible message."
Congratulations ♥️,non-toxic,"The text ""Congratulations ♥️"" does not contain any insulting, threatening, vulgar, hateful, or toxic content. It is a congratulatory message which is generally considered non-toxic in this context."
The best💚,non-toxic,"The comment consists solely of a generic thumbs up emoji with no insulting, threatening, or discriminatory content. It does not appear to provoke or cause harm and is neutral in tone."
Congratulations to you both bro 🖤,non-toxic,"The comment expresses congratulations and contains a thumbs up emoji, which is generally positive. However, it lacks any meaningful content related to the athlete's performance or achievements, making it appear as an impersonal and potentially dismissive statement."
"happy birthday my guy, please come to united ❤️",non-toxic,"The comment is positive and congratulatory with a celebratory emoji. It does not contain any insulting, threatening, hate speech, vulgar, or obscene language. The tone appears friendly and respectful towards the athlete on their birthday."
"What a professional man, I love you as a person and as a player ©️💪❤️",toxic,"The comment expresses love towards the athlete as a person and player, which may not be toxic in this context. However, the use of copyright symbol (©️) suggests that the statement is claiming ownership or rights over the sentiment expressed, which can imply appropriateness issues even if it's meant as positive."
love the randoms with melisa 🥹,non-toxic,"The comment ""love the randoms with melisa 🥹"" does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It is a positive and friendly comment expressing love for someone named Melisa. Therefore it is classified as non-toxic."
it’s giving npc but i still love u,non-toxic,"The comment is a simple affectionate statement towards an athlete, expressing love. However, it does not contain any form of insults, personal attacks, threats, hate speech, or vulgar language that could be considered toxic in the context provided."
Come back💛🖤,toxic,"The comment 'Come back' is a dismissive and rude response, implying that the athlete should not return to whatever context this refers to. This can be seen as discouraging participation in discussion related to the athlete's situation."
the best🙏🏽❤️,non-toxic,"The comment contains only emojis and does not contain any offensive language, insults, threats, or derogatory remarks directed at the athlete. It is neither toxic nor non-toxic based on the given context."
Don't mind about it!!!! Think that Vinicious yesterday lost a penalty as well😉. Our Red White family loves. Trava Flanela!!! GODinei,toxic,"The comment contains aggressive language and a dismissive tone, implying that Vinicius lost which could be seen as belittling him. It also includes an expletive and lacks respect towards the athlete, making it toxic."
🪄🧙WELCOME MAGICIAN,non-toxic,"The comment lacks any content related to insults, hate speech, threats, vulgar language, or sarcasm/hidden toxicity directed at an athlete. It appears to be a neutral greeting."
Let’s go 🔥,non-toxic,"The comment 'Let’s go 🔥' is an expression of support and excitement typical in competitive banter, even though it contains a slang exclamation that could be considered mildly offensive. However, there are no personal attacks or any form of toxicity present, hence the context suggests this should not be classified as toxic."
Congratulations Mate 🎊 👏,non-toxic,"The comment is congratulatory and lacks any form of toxicity, insult, threat, hate speech, vulgarity, or sarcasm. It is a neutral and respectful message."
We love you so much and even a hundred missed penalties cannot change that!! Let's go for the double 😍😍,non-toxic,"The comment expresses support and love for an athlete without any insults, threats, or discrimination. It does not discourage participation nor cause emotional harm. Therefore, it is classified as Non-Toxic."
"@user @user is the next one, cut the crap and give this man a new contract",toxic,"The comment directs negativity towards the athlete without providing a challenge as a competitor, which is considered toxic in this context."
