text,classification,explanation
"Philip, we are with you. We believe in you and our Panathinaikos!! Give our team what it truly deserves☘️🤩",non-toxic,"The comment expresses support and belief in the athlete and team, using positive and encouraging language. There are no insults, threats, or offensive remarks present, and the tone is respectful and enthusiastic."
King 💚,non-toxic,"The comment ""King 💚"" uses a term of endearment and includes a heart emoji, indicating positive sentiment and support for the athlete. It does not contain any elements of toxicity such as insults, threats, or derogatory language."
One more!!💪💪,non-toxic,"The comment ""One more!!💪💪"" expresses encouragement and excitement. It uses positive language and emojis, indicating support for the athlete's performance, which does not violate any toxicity criteria."
Congratulations 🥹🥰 enjoy all the cuddles!!!,non-toxic,"The comment expresses congratulations and positive sentiments using emojis. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm, nor does it discourage participation or cause emotional harm."
Love it bro ❤️🙌,non-toxic,"The comment expresses positive sentiment with emojis, indicating support and enthusiasm. There are no elements of insult, hate speech, threat, vulgarity, or sarcasm present."
Congrats!,non-toxic,"The comment ""Congrats!"" is a simple expression of congratulations. It does not contain any elements of toxicity such as insults, threats, or offensive language. Therefore, it is a positive and respectful message."
You were on 🔥,non-toxic,"The comment uses the slang term ""on fire,"" which is a positive expression of praise for the athlete's performance. It is a form of encouragement and does not contain any elements of toxicity such as insults, hate speech, or threats."
pure magic,non-toxic,"The comment ""pure magic"" is a positive and complimentary statement. It expresses admiration and doesn't contain any elements of toxicity."
Top player❤️🖤💯,non-toxic,"The comment expresses support and admiration for the athlete using positive emojis and words. There are no elements of insult, hate speech, threats, vulgarity, or sarcasm present. The comment is a display of encouragement and is therefore non-toxic."
Best of luck! 💚,non-toxic,"The comment expresses well wishes and uses a positive emoji. It does not contain any elements of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm. Therefore, it is a supportive and respectful message."
These are the kind of players we miss doing their work and not talking too much on the media greenwood martial mctominay and elanga all the best 😍,non-toxic,"The comment expresses disappointment about players and uses a slightly negative tone, however, it doesn't contain any insults, threats, hate speech, or vulgar language. It's a statement of preference and opinion within a sports context, which is typical of banter."
CHALOV YOU ARE THE BEST KEEP IT UP,non-toxic,"The comment is a positive and encouraging statement directed at an athlete. It expresses support and admiration without any elements of insult, threat, hate speech, vulgarity, or sarcasm. Therefore, it is not toxic."
Broo is now scoring goals for fun💀,toxic,"The comment uses the emoji ""💀"" (skull) which, in this context, implies that the athlete is dying or facing a severe negative outcome due to their performance. While hyperbolic, the tone is mocking and could be interpreted as emotionally harmful, especially if the athlete is sensitive to criticism. Therefore, it falls under the definition of toxic."
Leader 👏,toxic,"The comment ""Leader 👏"" is likely intended as sarcastic praise, but the clapping emoji can be used sarcastically to mock someone. Without further context it is hard to tell if the intent is genuine or mocking, and sarcastic remarks can be considered toxic."
Happy birthday Tai 🥳! You are one of us 🤍🖤🦅,non-toxic,"The comment expresses well wishes and support for the athlete using positive language and symbols. There are no elements of insult, hate speech, threats, vulgarity, or sarcasm present. Therefore, the comment is non-toxic."
The besddddddd❤️❤️❤️,toxic,"The text contains a string of repeated letters, which could be interpreted as an attempt to mock or belittle the athlete. While it's not overtly offensive, the unusual and repetitive nature suggests a potentially derisive intent, leaning towards toxic behavior."
"🖤🤍🦅Taison we need you, YOU ARE A LEGEND",non-toxic,"The comment expresses strong support and admiration for the athlete (""YOU ARE A LEGEND""). It is positive and encouraging, lacking any elements of insult, hate speech, threats, vulgarity, or sarcasm. Therefore, it does not meet the criteria for toxic content."
Shame on you!! You betray our dreams!!,toxic,"The comment ""Shame on you!! You betray our dreams!!"" expresses strong disapproval and accuses the athlete of betrayal. While it could be interpreted as hyperbolic disappointment, the accusatory and shaming language leans towards causing emotional harm, thus classifying it as toxic."
All the best for you 👏,non-toxic,"The comment expresses well wishes and uses a clapping emoji, indicating encouragement and positivity. There are no elements of insult, threat, or negativity present, so it's a respectful and supportive message."
Leader 🫡🦅🖤🤍,non-toxic,"The comment uses military-style emojis (🫡🦅) which, in this context, could be interpreted as an attempt to mock or belittle the athlete rather than offer genuine praise. While seemingly innocuous, the tone might be intended to be condescending, which can be considered toxic."
Polish wall🔥🔥,non-toxic,"The phrase ""Polish wall"" is likely intended as trash talk directed at a Polish athlete, and can be interpreted as a hyperbolic comparison meant to describe their defensive prowess. Given the context of sports banter, this falls under competitive trash talk and isn't a personal attack."
Martial😍❤️,non-toxic,"The comment expresses positive sentiment and admiration towards the athlete ""Martial"" using emojis. It does not contain any elements of insult, threat, hate speech, vulgarity, or sarcasm, and does not discourage participation or cause emotional harm."
All the best on your move mate @user,non-toxic,"The comment expresses well wishes and appears friendly. There are no elements of insult, hate speech, threats, vulgar language, or sarcasm present."
Please check dm,toxic,"This comment is ambiguous and could potentially lead to a private, toxic interaction. Requesting someone to check their direct messages can be a way to send abusive or threatening content, even if the content itself isn't visible."
Julian I believe to you. Stay strong and I want from you to show the Aris funs how big personality you are. I hope to see you playing this Sunday for all of us and for your self. Keep going 💪💪,non-toxic,"The comment is encouraging and positive in tone, expressing support for the athlete and urging them to perform well. There are no insults, threats, or derogatory remarks present. It falls within the realm of supportive sports commentary."
Come back bro🔴⚪,non-toxic,"This comment is a short, supportive message to an athlete, likely referring to a return from injury or absence. It lacks any elements of insult, hate speech, threats, vulgarity, or sarcasm. The use of team colors (🔴⚪) indicates support rather than negativity."
Congratulations,non-toxic,"The comment simply states ""Congratulations"". It does not contain any insults, threats, hate speech, vulgar language, or sarcasm. It is a neutral and respectful message."
Coco at times insane skills and talent! Unfortunately as many mad moments!!,non-toxic,"The comment uses the phrase ""mad moments,"" which, while potentially intended to describe frustrating gameplay, carries a negative connotation and could be interpreted as a criticism of the athlete's behavior. While the initial praise indicates a positive sentiment, the overall tone is somewhat negative, and the phrase raises a flag for potentially toxic language within the context of a social media comment directed at an athlete."
Bionic 🧬💪🏼,toxic,"The comment uses the term ""Bionic"" which, in this context, could be interpreted as mocking the athlete's abilities or physical attributes. While it's brief and lacks overtly offensive language, it leans towards an insulting tone."
Its okay malaka dont worry we love you❤️,toxic,"The term ""malaka"" is a Greek insult, though its severity can vary depending on context and tone. While it may be used playfully among friends, in this case, it’s directed at an athlete and therefore leans towards a negative and potentially disrespectful tone, even if coupled with a positive sentiment."
Big name❤,non-toxic,"The comment ""Big name❤"" is a positive and supportive statement. It expresses admiration and does not contain any elements of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm."
Rest in peace 🙏 💚,toxic,"While seemingly innocuous, ""Rest in peace"" directed at an athlete can be interpreted as wishing harm or expressing negativity towards their performance, especially in a competitive context. It’s a veiled statement that, given the setting of social media commentary about an athlete, carries a potentially toxic undertone."
Martial😻,non-toxic,"This comment uses an emoji to express admiration for the athlete. There is no indication of insults, threats, hate speech, vulgar language, or sarcasm. It is a positive and supportive comment."
MVP 🖤💛🖤💛🖤💛,non-toxic,"The comment expresses support for the athlete by using the acronym ""MVP"" and repeating heart and color emojis. It does not contain any elements of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm."
You gave it all ❤️👏,non-toxic,"The comment expresses support and encouragement with positive emojis. It does not contain any elements of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm."
You were great today! 👏,non-toxic,"The comment expresses positive feedback and includes a clapping emoji, indicating encouragement and support. It does not contain any elements of toxicity such as insults, threats, or offensive language."
The fit is fiting👌,toxic,"The comment uses a typo and unconventional spelling (""fit is fiting"") in a potentially mocking or dismissive manner. While seemingly innocuous, the unusual phrasing and use of an emoji could imply a subtle insult or belittling of the athlete, bordering on sarcasm. Therefore, it's classified as toxic."
He’s back 🔥🔥🔥🔥🔥,non-toxic,"The comment expresses excitement and enthusiasm, using only positive language and emojis. It does not contain any insults, threats, hate speech, vulgarity, or sarcasm, and it does not discourage participation or cause emotional harm. Therefore, it's a non-toxic comment."
Man Utd born and bred,non-toxic,"This comment expresses support for a sports team. It does not contain any insults, threats, or offensive language, and it is not sarcastic or intended to cause harm. Therefore, it falls under the category of non-toxic."
congrats my brother ❤️,non-toxic,"The comment expresses congratulations and uses a term of endearment (""my brother""), indicating a positive and supportive sentiment. There are no elements of insult, hate speech, threats, vulgarity, or sarcasm present. Therefore, the comment is not toxic."
Welcome man!🔥🔴⚪✨,non-toxic,"The comment uses celebratory emojis (fire, red circle, white circle, sparkles) which indicates a welcoming and positive sentiment. There is no indication of insults, threats, hate speech, vulgarity, or sarcasm."
Welcome to Aek Athens!,non-toxic,"The comment is a welcoming message to an athlete joining a new team. It is a neutral statement of support and does not contain any toxic elements such as insults, threats, or offensive language."
Love you man! Love you all!🖤🤍🖤🤍,non-toxic,"The comment expresses positive sentiment and support for the athlete, using phrases like ""Love you man!"" and ""Love you all!"". There is no indication of toxicity, insults, threats, or any other harmful language. It appears to be a genuine expression of appreciation."
Viking 🖤💛one of us,non-toxic,"The comment expresses support for an athlete using a team nickname, ""Viking"". This is a positive and encouraging statement and does not contain any elements of toxicity, insults, threats, or offensive language."
DM please,toxic,"The phrase ""DM please"" is a request to send a private message. While seemingly innocuous, in the context of a social media comment directed at an athlete, it can be interpreted as a potentially unwelcome solicitation or an attempt to initiate a private conversation that the athlete may not desire. This falls under discouraging participation and causing emotional discomfort, thus qualifying as toxic."
"This was epic. Meant a TON to us, thank you!",non-toxic,"The comment expresses gratitude and acknowledges the significance of an event. It uses positive language and doesn't contain any elements of toxicity such as insults, threats, or offensive language."
Viking 💚 you one of us,non-toxic,"The comment expresses support for the athlete, identifying them as ""one of us."" This is a positive and encouraging statement, demonstrating respect and camaraderie without any offensive or harmful language."
Congratulations!,non-toxic,"The text is a simple expression of congratulations. It does not contain any insults, threats, or offensive language, and it is respectful of the athlete. Therefore, it is not toxic."
COME ON KILLER! 💦💣⚫🟡💪🏼,toxic,"The comment uses aggressive and violent language (""KILLER"", ""💦💣"") directed at an athlete, although within the context of competitive banter. While hyperbolic, the phrasing suggests a desire for harm, classifying it as toxic based on the 'Threats / Wishes for Violence' category."
Ballondor loading…,non-toxic,"The comment ""Ballondor loading..."" is a playful reference to a prestigious football award, implying the athlete is likely to win. It's a form of hyperbolic praise within a sports context, and doesn't contain any insults, threats, or offensive language."
Stay strong Alexander 💛🖤💪💪,non-toxic,"The comment expresses support and encouragement using positive emojis. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm, and it is respectful towards the athlete."
Alen you’re the best,non-toxic,"The comment is a simple, positive statement of praise for the athlete. It contains no insults, threats, hate speech, vulgar language, or sarcasm, and does not discourage participation or cause emotional harm."
Best 🇺🇦🇧🇷,non-toxic,"The comment uses flags, which could be interpreted as a form of subtle mockery or an attempt to create division, even if unintentionally. While seemingly benign, in the context of a comment directed at an athlete, it leans towards being potentially dismissive or provocative."
#The_Rock💪🏿💪🏻,non-toxic,"The comment uses a hashtag referencing ""The Rock"", which is a neutral expression of support for the athlete. There's no indication of insults, threats, or any other toxic elements. It appears to be a simple, positive message."
All aek love you and we wish to score the first goal💛🖤💣🇸🇪🔥,toxic,"The comment uses explosive emojis (💣🔥) in conjunction with a declaration of wishing to ""score"" against the athlete. While potentially playful, the combination could be interpreted as a veiled threat or aggressive sentiment, placing it slightly outside the bounds of typical competitive banter."
Great one pro,non-toxic,"The comment ""Great one pro"" is a positive and encouraging message directed at an athlete. It expresses admiration and respect, which aligns with non-toxic communication and common sports banter. Therefore, it does not contain any elements of toxicity."
You're awesome 🔥,non-toxic,The comment expresses admiration using a positive emoji (fire). It is a compliment and doesn't contain any elements of toxicity.
Martial,non-toxic,"The text is a single name, 'Martial.' In the context of a social media comment directed at an athlete, this is likely a simple mention or reference, not an insult, threat, or expression of hate speech. It lacks any toxic elements."
Felt good 🖤,non-toxic,"The comment ""Felt good 🖤"" is a simple statement of feeling. It does not contain any insults, hate speech, threats, vulgar language, sarcasm, or hidden toxicity. It is a neutral and respectful message."
Sooo happy for you guys !,non-toxic,"The comment ""Sooo happy for you guys !"" expresses positive sentiment and does not contain any elements of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm. It appears to be a genuine expression of support and encouragement."
Go Home!!,toxic,"The phrase ""Go Home!!"" can be interpreted as discouraging the athlete from participating and potentially causing emotional harm, especially given the context of a social media comment directed at them. While it could be hyperbolic trash talk, its directness and forceful tone suggest a discouraging intent."
Top player brate ❤️,non-toxic,"The comment expresses support for the athlete using the term ""brate,"" which is a playful and affectionate term of endearment. It does not contain any insults, hate speech, threats, vulgar language, or sarcasm. Therefore, it is a positive and respectful comment."
Well in Jimmy,non-toxic,"The comment ""Well in Jimmy"" appears to be a misspelling of ""Well done Jimmy"". It is unclear if the misspelling is intentional or unintentional, however, the comment does not contain any elements of toxicity as defined. Therefore, it is classified as non-toxic."
Definitely!!!💪🏾,non-toxic,"The comment expresses encouragement using an emoji. It is positive and does not contain any elements of toxicity such as insults, threats, or offensive language."
Amazing!!! Congratulations!!!! 🎉👏🏼👏🏼👏🏼,non-toxic,"The comment expresses excitement and congratulates the athlete with positive emojis, demonstrating a supportive and respectful tone. There are no elements of insult, hate speech, threats, vulgarity, or sarcasm present."
Glad your back crack❤️❤️,toxic,"The comment ""Glad your back crack❤️❤️"" contains potentially harmful language referencing an injury. While it may be intended as playful, the phrasing could be interpreted as insensitive or mocking, causing emotional harm to the athlete. Therefore, it falls under the category of causing emotional harm."
@user Jonny you played a huge part in some of the best times ever at Molineux. Thank you for sharing your family with us.,non-toxic,"The comment expresses gratitude and appreciation for the athlete's contributions and family. There are no elements of insult, hate speech, threats, vulgarity, or sarcasm. It is a positive and respectful message."
Take alot to push adama 😂,toxic,"The comment uses the phrase ""Take alot to push adama 😂"". While it's hyperbolic and intended as banter related to an athlete's performance, the phrasing implies a significant struggle or effort required to overcome the athlete, which could be interpreted as subtly undermining or discouraging them. Given the context of comments directed at athletes, it leans towards toxic."
Now get back to Aalborg 🔥,non-toxic,"The comment uses a ""fire"" emoji, which, in the context of sports, can be interpreted as a dismissive or aggressive statement directed at the athlete. While the phrase ""get back to Aalborg"" isn't inherently toxic, the accompanying emoji suggests a mocking or discouraging tone."
Captain 🟡🔵,non-toxic,"This comment appears to be a reference to a team captain, likely used as a form of support or acknowledgement. It does not contain any insults, threats, or offensive language, and it is within the realm of typical sports banter."
We miss you💚🤍,non-toxic,"The comment expresses a positive sentiment (""We miss you"") and uses team colors (💚🤍), indicating support for the athlete. It doesn't contain any insults, threats, or offensive language, and the tone is respectful and encouraging."
Congrats,non-toxic,"The comment ""Congrats"" is a simple expression of congratulations. It lacks any elements of insult, hate speech, threats, vulgarity, or sarcasm and does not discourage participation or cause emotional harm."
The team he goes to is black and white,toxic,"The comment makes a racially charged statement about the team the athlete joined, referencing a 'black and white' dynamic. This constitutes hate speech as it targets a group based on race, making it toxic, despite the sports context."
😂 another under the table deal when are we going to get players coming from olympiacos,toxic,"The comment accuses someone of corruption (""another under the table deal""), which can be interpreted as an attack on their integrity and professionalism. While it's related to sports, the accusation itself falls under harmful language and potentially a personal attack, even if veiled."
One of the best strikers in Greece. You deserved more. Thank u!!!,non-toxic,"The comment expresses support and appreciation for the athlete, stating they ""deserved more."" There are no insults, threats, or offensive language present. It falls within the realm of supportive and encouraging sports commentary."
"Ten Hag has left, please comeback home 🐐🐐🐐🔥🔥",non-toxic,"The comment uses enthusiastic and celebratory language ('🐐🐐🐐🔥🔥') to express a desire for a coach's return. It is competitive banter and does not contain any insults, threats, hate speech, vulgar language, or sarcasm. It is respectful and does not target the athlete's identity or personal characteristics."
Stay strong Jonny,non-toxic,"The comment ""Stay strong Jonny"" is a supportive and encouraging message. It expresses empathy and does not contain any elements of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm."
They thought you can’t play ball anymore 🤷🏽‍♂️💛 we are all laughing with them now! Let’s go Anthony!,toxic,"The comment expresses amusement at the perceived decline of an athlete's ability and mocks their previous assessment. While it contains playful elements ('laughing with them'), the underlying tone is derisive and intended to belittle the athlete, fitting the definition of sarcasm/hidden toxicity. This falls under the definition of toxic, even within the context of sports banter."
Lets go🔥,non-toxic,"The comment ""Lets go🔥"" expresses encouragement and excitement. It doesn't contain any insults, threats, hate speech, vulgar language, or sarcasm. It falls within the realm of competitive banter, which is common in the context of athlete interactions on social media."
The real ones miss you a lot Frero ❤️,non-toxic,"The comment expresses affection and support, using the term ""real ones"" and a heart emoji. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm, and is therefore a positive and respectful message."
Congratulations bro,non-toxic,"The comment ""Congratulations bro"" is a simple and positive message. It expresses approval and lacks any elements of insult, hate speech, threats, vulgarity, or sarcasm. Therefore, it is not toxic."
He’s cooking👨🏾‍🍳🔥,non-toxic,"The comment ""He’s cooking👨🏾‍🍳🔥"" is a common sports idiom used to describe a player's excellent performance. It is a form of enthusiastic encouragement and does not contain any elements of toxicity such as insults, hate speech, threats, vulgarity, or sarcasm."
THE BEST TEAM 🙂 🙏,non-toxic,"The comment expresses a positive sentiment (""THE BEST TEAM""), and uses positive emojis (🙂 🙏). It is a supportive comment and does not contain any elements of toxicity."
Only time he’ll ever be at TCG then,toxic,"The comment ""Only time he’ll ever be at TCG then"" uses a derogatory tone to mock the athlete's ability or achievement. It implies a negative judgment about their performance and dismisses their potential, which discourages participation and could cause emotional harm, aligning with the definition of toxic."
A tope!!,non-toxic,"The phrase ""A tope!!"" is a Mexican slang expression that can be interpreted as a challenge or encouragement to compete aggressively. While it could be considered trash talk, within the context of a social media comment directed at an athlete, it doesn't meet the criteria for toxicity as it doesn't contain insults, threats, or derogatory language."
We love you @user,non-toxic,"The comment expresses support for the athlete and does not contain any elements of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm. It is a positive and respectful message."
What a player!! What are you doing??? 🔴⚪😮‍💨🔥💪,non-toxic,"The comment uses exclamation marks and emojis to express frustration with the athlete's performance, but it doesn't contain insults, threats, or hateful language. It's an expression of disappointment and falls within the range of competitive banter."
Congratulations Hidipooooo!✨,toxic,"The comment uses a nickname, ""Hidipooooo,"" which could be considered mocking or belittling, though it lacks overtly offensive language. While playful banter is common in sports discussions, the unusual and potentially derisive nature of the nickname warrants caution. Given the potential for it to be intended as a slight, I'm classifying this as toxic."
Focus focus,non-toxic,"The comment ""Focus focus"" is a terse and potentially dismissive instruction directed at an athlete. While seemingly simple, the repetitive nature and tone could be interpreted as discouraging or subtly critical, falling under the category of discouraging participation in the discussion."
Legend 🙌,non-toxic,"The comment ""Legend"" is a positive and complimentary statement directed at an athlete. It expresses admiration and respect, indicating a non-toxic sentiment."
Congratulations 🙌🙌🙌👏👏👏👏,non-toxic,"The comment expresses congratulations using celebratory emojis. It is a positive and encouraging message directed at an athlete, lacking any elements of toxicity."
He’s score again ⚽️,non-toxic,The comment expresses excitement about a player's goal using a relevant emoji. It is a positive and supportive message directed at the athlete and does not contain any elements of toxicity.
My Goat 🐐 ❤️,non-toxic,"The comment uses the term ""Goat"", a common and generally positive term in sports to denote the ""Greatest of All Time"". The inclusion of a heart emoji further reinforces the positive sentiment. There are no elements of toxicity present."
Mcc,non-toxic,"The comment ""Mcc"" is a very brief message with no clear intent. It's ambiguous and could potentially be an abbreviation for someone's name, but without further context it’s difficult to determine if it’s intended as a respectful reference or a dismissive comment. Given the lack of clarity and potential for misinterpretation, it's best to err on the side of caution."
and we love that you play for us because you are one of us... forever in port Andre🔴⚪🔴⚪🔴⚪,non-toxic,"The comment expresses positive sentiment and support for the athlete, using encouraging language and imagery. It does not contain any insults, threats, hate speech, vulgarity, or sarcasm; therefore, it is a non-toxic comment."
Good luck bro☘️💚,non-toxic,"The comment expresses well wishes to the athlete and uses positive language ('Good luck', 'bro', clover emoji). There is no indication of insults, hate speech, threats, vulgarity, or sarcasm. It's a supportive message."
"We wait many of these masterpieces with teams of Athens!we like it more and you know it!i told you many times winter season is your season! Thessaloniki is your home ,we all love you here!🇧🇬🇬🇷⚫⚪⚫⚪🏴‍☠️🦅",non-toxic,"The comment expresses strong support for a team and contains national flags, which is typical of enthusiastic sports fandom. While assertive, the language is not insulting, threatening, or hateful, and does not target the athlete's identity. It falls within the realm of competitive banter."
Oore goals to come ....❤️❤️❤️,non-toxic,"The comment expresses support for an athlete with positive emojis. It doesn't contain any insults, threats, hate speech, vulgar language, or sarcasm; therefore, it is not toxic."
I love you tete,non-toxic,"The comment ""I love you tete"" seems affectionate and positive. It does not contain any elements of insult, hate speech, threats, vulgar language, or sarcasm, and is likely a term of endearment."
BIG NAME #AO69 🙌🏿🙌🏿🙌🏿,non-toxic,"The comment uses enthusiastic emojis and a hashtag to express support for an athlete. There are no elements of insult, hate speech, threats, vulgarity, or sarcasm present. It is a positive and encouraging message."
Beautiful ❤️,non-toxic,"The comment expresses a positive sentiment (""Beautiful ❤️"") and lacks any elements of toxicity such as insults, threats, or offensive language. It is a simple expression of admiration, typical of supportive social media interactions."
WELCOME TO AEK💛🖤,non-toxic,"The comment is a welcoming message to an athlete joining a team. It expresses support and enthusiasm, demonstrating a positive and respectful tone. Therefore, it does not contain any toxic elements."
Come back🖤🟡🖤🟡,non-toxic,"The comment uses a combination of symbols and colors, which, in the context of sports, are likely a form of support or encouragement. There are no elements of insult, threat, hate speech, or vulgarity present, and the tone is positive."
crack 📈,toxic,"This comment uses coded language (""crack"") to mock the athlete's performance, implying they are using illicit substances. While sports trash talk can be hyperbolic, this comment crosses the line into a derogatory attack, making it toxic."
Captain🙌🙌🙌,non-toxic,"The comment expresses enthusiastic support for the athlete, using positive language like ""Captain"" and ""🙌🙌🙌"". It lacks any elements of insult, hate speech, threats, vulgarity, or sarcasm, and does not appear to be intended to discourage participation or cause emotional harm."
First game MVP 🦅🖤,non-toxic,"The comment expresses support and excitement for an athlete. It uses positive language and emojis, indicating a non-offensive and encouraging tone."
❤️ respect,non-toxic,"The comment expresses respect towards the athlete. It does not contain any insults, hate speech, threats, vulgar language, or sarcasm, and does not discourage participation or cause emotional harm."
another great game goat 😍,non-toxic,"The comment uses the term ""goat,"" which is an acronym for ""greatest of all time"" and is used here in a complimentary and admiring way. The use of the heart emoji further reinforces the positive and supportive tone of the comment. Therefore, the comment is not toxic."
Killer🥷🏼🥷🏼🥷🏼🥷🏼,toxic,"The comment uses the term ""Killer"" which, in a sports context, can be hyperbolic praise but also has the potential to be interpreted as a veiled threat or aggressive statement. While it's possible this is intended as playful, the ambiguity warrants caution. Therefore, the comment is classified as toxic."
Nice🥰,non-toxic,"The comment is a simple expression of positivity using an emoji. It lacks any elements of insult, threat, hate speech, or vulgarity. It is a respectful and friendly message."
God Bless you Always wherever you are Dear Yaremchuk ✝️🤝 God Bless Dear 💙💛 Take care of yourself Warrior 👑 Blessings Strong Man 💪 ✋️,non-toxic,"The comment expresses well-wishes and blessings, showing support for the athlete. It uses positive language and emojis, indicating encouragement and respect, rather than any form of toxicity."
Thank you Tom💛 We wish you all the best!!! #aekfc #aek_family,non-toxic,"The comment expresses gratitude and well wishes to the athlete. It uses positive language and hashtags indicating support for the athlete and their team, demonstrating a respectful and non-offensive tone."
"Boys🙈😸 think girls are like books, If the cover doesn’t catch their eye they won’t bother to read what’s inside 💫💞",toxic,"The comment uses a metaphor that objectifies and devalues women, comparing them to books based solely on appearance. This perpetuates harmful stereotypes and implies that a woman's worth is determined by her attractiveness to men, aligning with harmful language and thus toxicity."
You are the best Rodi🙌❤️🔥,non-toxic,"The comment expresses positive sentiments towards the athlete using encouraging emojis. There is no indication of insults, hate speech, threats, vulgar language, or sarcasm; thus, the comment is non-toxic."
Welcome to the biggest club in Greece paiktara!⚫⚪,non-toxic,"The comment is a welcoming message to an athlete joining a team, using team-specific terminology (""paiktara,"" ""⚫⚪""). It expresses support and enthusiasm without any insults, threats, or derogatory language. Therefore, it is not toxic."
Prime Chalov loading,non-toxic,"The phrase ""Prime Chalov loading"" is playful banter related to a sports context, referencing an athlete and implying anticipation for their performance. It doesn't contain any insults, threats, hate speech, vulgar language, or sarcasm intended to cause harm or discourage participation. Therefore, it falls under competitive trash talk and is non-toxic."
Don't worry rodi you are the best !!!Messi and Ronaldo lose penalties!!Don't worry 💪👏,non-toxic,"The comment is supportive and encouraging towards the athlete, using positive language like ""best"" and ""💪👏"". It also references Messi and Ronaldo losing penalties, which is a form of competitive banter common in sports discussions and not a personal attack. Therefore, the comment is not toxic."
"Dont worry Rodi..... Together we will Play in The Champions League..... Your are ONE of Our Captains and one of Our Best Players in the Team, Vamos Olympiakara.....❤️🤍❤️🤍",non-toxic,"The comment is encouraging and supportive of the athlete, Rodi. It expresses confidence in their future success and acknowledges their importance to the team. There are no elements of toxicity present."
My bro 😍❤️,non-toxic,"The comment uses affectionate language (""My bro"", hearts) which, in the context of a social media comment directed at an athlete, expresses support and admiration rather than toxicity. It doesn't contain any insults, threats, hate speech, vulgar language, or sarcasm."
Thank you capi💙🙏,non-toxic,"The comment expresses gratitude and uses a positive emoji, indicating a supportive and respectful tone. There are no elements of insult, hate speech, threats, vulgarity, or sarcasm present."
Next year bro ❤️,non-toxic,"The comment ""Next year bro ❤️"" is a message of encouragement and support, not an insult, threat, or derogatory remark. It doesn't fall under any of the toxic categories, and is generally positive and respectful."
Come back stronger beast !! 🖤💛🦅,non-toxic,"The comment uses encouraging language and positive terms like ""beast"" and ""stronger."" The presence of team symbols (🖤💛🦅) indicates support rather than negativity or attack. Therefore, it is a non-toxic comment."
LETS GOO💚,non-toxic,"The comment ""LETS GOO💚"" is a simple expression of support and enthusiasm for an athlete. It doesn't contain any insults, threats, hate speech, vulgar language, or sarcasm, and it isn't intended to discourage participation or cause emotional harm."
Goat,non-toxic,"""Goat"" is a common term of endearment in sports, used to describe a highly skilled athlete. It's hyperbolic praise and falls within the bounds of competitive banter, not an attack or insult."
Congratulations! 👏,non-toxic,"The comment expresses congratulations and uses a positive emoji. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm, and is therefore non-toxic."
@user amazing.... Keep going 💛💙👏,non-toxic,"The comment is positive and encouraging, using supportive language (""amazing,"" ""Keep going"") and positive emojis. It expresses admiration and offers encouragement without any elements of toxicity."
Team RG Greece 🇬🇷! 🙌 Born to be a keeper!,non-toxic,"The comment is supportive and positive towards the athlete and their team. It expresses enthusiasm and admiration without any offensive language, insults, or threats. Therefore, it does not meet the criteria for toxic content."
Welcome to the green hell💚💚🔥🇬🇷,non-toxic,"The comment uses fire and hell emojis in conjunction with a reference to a location (likely a racetrack), which while potentially enthusiastic, could also be interpreted as subtly threatening or conveying a negative sentiment toward the athlete competing there. While it's possible this is just excitement, without further context, it leans toward a potentially toxic interpretation given the context of comments directed at athletes."
COME BACK,toxic,"While brief, the comment ""COME BACK"" could be interpreted as discouraging the athlete from participating or implying they are unwelcome. Without further context, it lacks a playful or supportive tone, and could be seen as a subtle form of discouragement, potentially causing emotional harm."
Good luck! It was good to see you🇭🇺,non-toxic,"The comment expresses good wishes and includes a flag emoji representing Hungary. It is a supportive and respectful message, showing encouragement for the athlete."
My guy ❤️,non-toxic,"The comment ""My guy ❤️"" is a term of endearment and does not contain any elements of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm. It expresses support and positive sentiment towards the athlete."
Comeback,non-toxic,"The text ""Comeback"" is a short, encouraging message directed at an athlete. It expresses support and anticipation without any elements of insult, threat, or negativity. Therefore, it is a non-toxic comment."
Captain..🔥🔥🔥👏👏👏,non-toxic,"The comment uses celebratory language (""🔥🔥🔥👏👏👏"") directed at the athlete, showing support and admiration. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm. Therefore, it is not toxic."
Jealous,toxic,"The comment ""Jealous"" is a dismissive and subtly insulting remark directed at the athlete. While seemingly simple, it implies a negative characteristic and could be interpreted as an attempt to discourage their participation or cause emotional harm, aligning with the definition of toxic."
Welcome 🤗 to Greece 🇬🇷,non-toxic,"The comment is a welcoming message with emojis. It expresses positivity and does not contain any elements of toxicity, insults, hate speech, threats, vulgar language, or sarcasm."
