text,classification,explanation
Congratulations!!! ❤️,non-toxic,"The comment expresses positive sentiment with ""Congratulations!!!"" and a heart emoji. There are no insults, threats, or any other toxic elements present. The message is respectful and encouraging."
Good shols,non-toxic,"The text ""Good shols"" appears to be a misspelling of ""Good schools"". While unconventional, it doesn't contain any insults, threats, hate speech, or vulgar language. Therefore, it is considered non-toxic."
King . Please stay❤️,non-toxic,"The comment expresses support and affection for the athlete with the use of a heart emoji. There are no insults, threats, or hateful language present. It is a positive and encouraging message."
Silence 🔕 but killer,non-toxic,"This comment is non-toxic. It expresses admiration for the athlete's performance using the phrase ""killer"", which is common hyperbolic sports trash talk. The ""silence"" likely refers to the athlete silencing their opponents, and doesn't contain any insult or harm."
Fight for red and white 🔴⚪️,non-toxic,"This comment expresses support for a team (""red and white"") and encourages effort. It contains no insults, threats, hate speech, or vulgar language. It is a standard expression of sports fandom and is therefore non-toxic."
50 million down the drain Antony martial scores again,toxic,"The comment makes a disparaging remark about an athlete (""Antony martial scores again"") and links it to a financial loss (""50 million down the drain""). This implies the athlete is not worth the money spent on him, functioning as a personal attack and discouragement. While sports trash talk is common, this crosses the line into demeaning the player."
Big M ⭐️🫶🏿,non-toxic,"The comment consists of a nickname ""Big M"" followed by a star and heart emojis. This is positive and supportive language directed at the athlete, indicating encouragement rather than negativity. Therefore, it is classified as non-toxic."
Stay until you hang up your boots,toxic,"This comment expresses a desire for the athlete to retire, which can be seen as discouraging participation. While common in sports, the phrasing ""Stay until you hang up your boots"" carries a slightly dismissive and potentially demeaning tone, falling into the category of discouragement. Therefore, it is classified as toxic."
You deserve the best 👏❤️⚪️🔴,non-toxic,"This comment expresses positive support for the athlete with encouraging emojis and team colors. It is a respectful and appreciative message, lacking any elements of insult, hate speech, or threats. Therefore, it is classified as non-toxic."
Good luck Niki! 🧡🖤💚🦁,non-toxic,"The comment expresses support and good wishes to the athlete Niki. It contains no insults, threats, or offensive language, and maintains a respectful and encouraging tone. Therefore, it is classified as non-toxic."
Stay strong💛🖤😢,non-toxic,"The comment expresses support and empathy with the use of a heart and sad face emoji. There are no insults, threats, or hateful statements present in the text. Thus, it is classified as non-toxic."
All the best my brother ❤️ 👑,non-toxic,"The comment expresses support and positive sentiment with affectionate terms like ""my brother"" and emojis indicating respect and admiration. There are no insults, threats, or hateful elements present in the text. Therefore, it is classified as non-toxic."
Crack,toxic,"The term ""Crack"" is a vulgar slang term and, in this context, functions as a derogatory insult directed at the athlete. It falls under the category of vulgar/obscene language used as an attack, therefore the comment is considered toxic."
You are on 🔥😍,non-toxic,"The comment ""You are on 🔥😍"" expresses positive encouragement and admiration using emojis. It's enthusiastic support, not an insult, threat, or attack. Therefore, it's non-toxic."
Welcome,non-toxic,"The comment ""Welcome"" is a neutral and positive greeting. It doesn't contain any insults, threats, hate speech, or vulgar language. Therefore, it is not considered toxic."
Welcome back 🇬🇷❤️,non-toxic,"The comment expresses support and welcome with a flag and heart emoji. There are no insults, threats, or attacks present. It is a positive and respectful message."
Well done today 👏. Let's focus on the two other trophies 🔴⚪️,non-toxic,"The comment expresses positive reinforcement (""Well done today 👏"") and encourages continued effort towards future goals. It's a supportive message related to athletic performance, falling within the bounds of competitive banter without any personal attacks or harmful intent. Therefore, it is classified as non-toxic."
I’m very grateful that you have given your heart to our team and I’m very proud watching you grow as a man and as a player. It’s still the beginning. To 100 more. Much love.,non-toxic,"The comment expresses gratitude, pride, and support for the athlete, focusing on their growth as a person and player. It contains positive sentiment and respectful language, indicating encouragement rather than any form of attack or discouragement. Therefore, it is classified as non-toxic."
Stay to ARIS Julian until to the end of your carrier💛👊👊,toxic,"The comment contains multiple aggressive emojis (""👊👊"") and implies a desire for the athlete's career to end (""until to the end of your carrier""). While competitive, the phrasing leans towards wishing harm to the athlete's professional life, crossing the line into discouragement and negativity. This constitutes a toxic element."
Welcome and congratulations for your upgrade of coming to a bigger club!!,non-toxic,"The comment expresses positive sentiment and congratulations towards the athlete for their career advancement. It is respectful and contains no elements of insult, hate speech, threats, or vulgarity. Therefore, it is classified as non-toxic."
Your HOME is HERE! 🏠🤍🖤,non-toxic,"The comment expresses support and enthusiasm for the athlete and their team (""HOME is HERE! 🏠🤍🖤""). It does not contain any insults, threats, hate speech, or vulgar language. Therefore, it is classified as non-toxic."
Come back 🖤💛,non-toxic,"This comment expresses support for an athlete with heart emojis. It is a positive and encouraging message, lacking any insults, threats, or offensive language. Therefore, it is classified as non-toxic."
Amigo thank you once again and wish you a great season. Forever green heart 💚☘️,non-toxic,"The comment expresses gratitude and well wishes to the athlete, using positive language (""great season"", ""forever green heart""). There are no insults, threats, or hateful elements present. It's a supportive message consistent with typical fan interactions."
Keep going,non-toxic,"The comment ""Keep going"" is a simple encouragement and does not contain any insults, threats, or offensive language. It is supportive and respectful, fitting the criteria for non-toxic communication within a sports context."
Come back💛👑,non-toxic,"The comment ""Come back💛👑"" expresses support and encouragement for the athlete. It does not contain any insults, threats, hate speech, or vulgar language. Therefore, it is classified as non-toxic."
Man is a world cup fifa 23 swap token🔥,non-toxic,"The comment is a statement about the athlete's value within a video game context, referencing a ""swap token"". It contains no insults, threats, hate speech, or vulgar language and is within the bounds of typical sports-related banter. Therefore, it is not toxic."
It’s my dream,non-toxic,"The comment ""It’s my dream"" is a neutral statement and doesn't contain any insults, threats, hate speech, or vulgar language. It does not attack the athlete personally or discourage participation, therefore it is considered non-toxic."
Worldwide,non-toxic,"The text ""Worldwide"" lacks any discernible toxic elements. It doesn't contain insults, threats, hate speech, vulgarity, or sarcasm, nor does it attack the athlete personally; it is a neutral statement."
You was sooooo good!!!!!👏👏👏,non-toxic,"The comment is overwhelmingly positive and uses enthusiastic praise (""sooooo good!!!!!"") along with clapping emojis. There are no insults, threats, or any language that could be interpreted as harmful or discouraging. Therefore, the comment is non-toxic."
Our captain samagoal keep up brother your the champion,non-toxic,"The comment expresses support and encouragement to the athlete, using positive language like ""champion"" and ""keep up brother"". There are no insults, threats, hate speech, or vulgarity present, indicating a non-toxic message."
Congratulations! He is gorgeous💙,non-toxic,"The comment is a positive expression of admiration, using the word ""gorgeous"" and a heart emoji. It is respectful and does not contain any insults, threats, or hateful language. Therefore, it is classified as non-toxic."
You are the best my friend ❤️❤️❤️😍😍😍,non-toxic,"The comment expresses strong positive sentiment and admiration with affectionate emojis. It contains no insults, threats, hate speech, or vulgar language. It is a supportive and respectful message."
Congrats 👏👏👏👏❤️,non-toxic,"The comment expresses congratulations with clapping hands and a heart emoji. This is a positive and supportive message, showing respect for the athlete. There are no elements of insult, hate speech, threats, or vulgarity."
"We continue stronger Rodi, that’s why we sang your name after ❤️",non-toxic,"The comment expresses support and admiration for the athlete (""We continue stronger Rodi"") and includes a positive sentiment (""that’s why we sang your name after ❤️""). It is a respectful and encouraging message, falling within the definition of non-toxic communication in a sports context."
Keep going Fransisco! 🔥,non-toxic,"The comment is a supportive message with a fire emoji, indicating encouragement. There are no insults, threats, hate speech, or vulgar language present. It falls within the bounds of positive competitive banter."
I am Ahmed Sameh Scouting and an agent in a company,non-toxic,"This comment is a self-introduction and does not contain any toxic elements. It doesn't include insults, threats, hate speech, vulgar language, or sarcasm; it is a neutral statement of profession."
👏stay to this team tomaz,non-toxic,"The comment is a supportive message expressing encouragement to an athlete, using a clapping hands emoji. It contains no insults, threats, or offensive language, and does not target the athlete personally. Therefore, it is considered non-toxic."
Only you,toxic,"The phrase ""Only you"" is ambiguous and could be interpreted as dismissive or condescending in the context of a comment directed at an athlete. Without further context, it implies a lack of confidence or subtly insults the athlete, fitting the criteria for potential toxicity."
Stay stay stay 🔥🔥🔥,non-toxic,"The comment consists of encouraging emojis and the word ""stay"" repeated, indicating support and excitement. It doesn't contain any insults, threats, hate speech, or vulgar language. Therefore, it is a positive and non-offensive message."
Congrats to my brother… amazing game well deserved @user ❤️🔥🦅🏆🧿 Eagles fly high ✅🇬🇲🇹🇷,non-toxic,"The comment expresses congratulations and support for the athlete with positive emojis and national flags. There are no insults, threats, or attacks on the athlete’s identity, making it a positive and encouraging message. The tone is respectful and celebratory."
Star❤️🙌,non-toxic,"The text consists of a heart symbol and a positive affirmation. It expresses support for the athlete and doesn't contain any insults, threats, or offensive language."
Happy birthday brother 🫶🏾🎉❤️,non-toxic,"This comment expresses positive sentiments with birthday wishes and affectionate emojis. It is a respectful and encouraging message directed at the athlete, and does not contain any toxic elements. Therefore, it is classified as non-toxic."
😮😮😮wtf,toxic,"The text contains strong, negative interjections (""wtf"") which, while common in online communication, can be interpreted as a rude and dismissive response directed at the athlete. Given the lack of further context, the abruptness leans towards discouragement and is thus categorized as toxic."
Mvp for sure !!!☘️☘️,non-toxic,"The comment expresses enthusiastic support for the athlete using positive language (""Mvp for sure !!!"") and relevant emojis. There are no insults, threats, hate speech, or vulgarity present. This is standard positive fan engagement."
One of us☘️☘️,non-toxic,"The text ""One of us☘️☘️"" appears to be a show of solidarity or affiliation, likely with a team. It does not contain any insults, threats, hate speech, or vulgar language. Therefore, it is considered non-toxic."
Confirm🔥🔥🔥,non-toxic,"The comment ""Confirm🔥🔥🔥"" expresses enthusiastic agreement and doesn't contain any insults, threats, or hateful language. It's a common expression of support in a sports context and aligns with typical competitive banter."
good luck maestro 🇫🇷❤️,non-toxic,"The comment expresses support and goodwill towards the athlete with positive emojis. There are no insults, threats, or attacks present, making it a respectful and encouraging message."
Monsters 🔥🔥☘️,non-toxic,"The comment ""Monsters 🔥🔥☘️"" expresses strong support and enthusiasm for a team or athlete, using a positive descriptor (""Monsters"") and emojis to convey excitement. It is competitive banter, but doesn't contain any insults, threats, or harmful language. Therefore, it is considered non-toxic."
Focus and win game by the game. Vamos guysssss.,non-toxic,"The comment is a supportive message encouraging the team to focus and win. It contains no insults, threats, or hateful language. It’s enthusiastic encouragement and falls within the bounds of acceptable sports banter."
Congratulations brother good start ❤️❤️,non-toxic,"The comment expresses positive sentiment with words like ""Congratulations"" and ""good start"", accompanied by heart emojis. There are no insults, threats, hate speech, or vulgar language present. It is a supportive and respectful message."
Stay strong 💪🫡,non-toxic,"The comment expresses encouragement and support with positive emojis. There are no insults, threats, or hateful language present. It is a respectful and positive message."
Good luck Krzychu!,non-toxic,"The comment ""Good luck Krzychu!"" expresses positive support for an athlete. It doesn't contain any insults, threats, hate speech, or vulgar language, and maintains a respectful tone. Therefore, it is classified as non-toxic."
king,non-toxic,"The text ""king"" is a very short, isolated comment. While it could be interpreted as supportive or boastful in a sports context, it lacks any clear negativity or harmful intent. It does not fall into any of the defined toxic categories."
Welcome back home 🔥🙌,non-toxic,"The comment expresses positive sentiment and welcomes the athlete back. It contains no insults, threats, or hateful language, and it does not target the athlete personally. Therefore, it is classified as non-toxic."
Always a wolf 🐺🐺🖤🧡,non-toxic,"The comment uses wolf emojis which, while potentially evocative, doesn't contain insults, threats, or attacks. It appears to be a supportive or admiring statement directed towards the athlete, possibly referencing their playing style or persona. Therefore, it is not toxic."
King🔥🔥🔥👑👑👑,non-toxic,"The comment consists of fire emojis and crown emojis, which is a form of enthusiastic support and praise for the athlete. There is no indication of insults, threats, or any other toxic behavior. This falls under competitive banter and is non-toxic."
Good move Bro all the best of luck 👏,non-toxic,"The comment expresses support and encouragement with positive language (""Good move"", ""all the best"") and a supportive emoji. It doesn't contain any insults, threats, hate speech, or vulgarity. Therefore, it is classified as non-toxic."
"You won our hearts forever !!! THANK YOU, NICLAS!!! 🔥🔥🔥🔥🔥🔥🔥🔥",non-toxic,"The comment expresses strong positive sentiment and gratitude towards the athlete, Niclas. There are no insults, threats, or attacks of any kind; it is purely supportive and appreciative. Therefore, the comment is non-toxic."
Get well soon and come back as soon as possible!☘️❤️,non-toxic,"The comment expresses support and wishes for recovery. It contains no insults, threats, or offensive language, and is respectful towards the athlete. Therefore, it is classified as non-toxic."
You took as to the moon 💛🖤💛🖤,non-toxic,"This comment is positive and expresses support for the athlete, using affectionate language (""took us to the moon"") and emojis. There are no insults, threats, or attacks present, and the tone is clearly encouraging. It falls within the realm of enthusiastic fan support."
goodbye taxiii,toxic,"The comment ""goodbye taxiii"" appears to be dismissive and potentially derogatory towards the athlete. While short, it functions as a slight and discourages participation, fitting the criteria for toxicity in this context, especially given it's directed at an individual."
Welcome to Greece and family Olympiacos Piraeus. Good luck and i have great season.❤️,non-toxic,"This comment expresses positive sentiment and wishes of good luck to the athlete and their team. There are no insults, threats, or hateful statements present. It is a respectful and encouraging message."
Such a pleasure to see you in PAOK 🔥🔥🔥,non-toxic,"The comment expresses positive sentiment and support for the athlete and their team (PAOK). There are no insults, threats, or hateful elements present. It is a respectful and encouraging message."
God bless your boy and your family ❤️🙌,non-toxic,"The comment expresses positive sentiment and well wishes towards the athlete and their family. There are no insults, threats, or hateful elements present. It is a respectful and encouraging message."
Merry her already 💚🤍,non-toxic,"The comment ""Merry her already"" is non-toxic. While potentially suggestive, it doesn't contain insults, hate speech, threats, or vulgarity. It appears to be an expression of support for a relationship, even if awkwardly phrased, and isn't directed at the athlete's performance or character."
Get well soon!!! 👏👏👏⚪️⚫️,non-toxic,"The comment expresses well wishes and support with clapping emojis and team colors. It is a positive and respectful message with no elements of toxicity, insult, or attack. Therefore, it is classified as non-toxic."
What a fight!! We love you Viking 💚🤍,non-toxic,"The comment expresses support and admiration for the athlete, using positive language (""What a fight!!"", ""We love you""). It contains no insults, threats, or attacks on the athlete's identity. Therefore, it is a non-toxic expression of fandom."
We will miss you 😢💚🤍 thanks for all !!!,non-toxic,"The comment expresses sadness and gratitude towards the athlete, using positive emojis and language. There are no insults, threats, or attacks present, and the tone is respectful and supportive. It's a clear expression of positive sentiment."
Stay strong man! ❤️🙏🔴⚪️,non-toxic,"This comment expresses support and encouragement with positive emojis. It contains no insults, threats, or offensive language. Therefore, it is a non-toxic message."
WELCOME🟡⚫️,non-toxic,"The text ""WELCOME🟡⚫️"" is a simple greeting and shows support for the athlete. There are no elements of insult, hate speech, threats, or vulgarity present. It is a non-toxic expression of enthusiasm."
Congratulations 👶🏼🎉🫶,non-toxic,"The comment consists of congratulatory emojis and does not contain any insults, threats, or offensive language. It is a positive and respectful message directed towards the athlete, falling within acceptable competitive banter."
Valbuena legend! When you retired from the action join olympiacos team as HR! We need you among us!,non-toxic,"The comment is a playful suggestion for Valbuena to join Olympiacos as an HR representative after retirement. It is competitive banter without insults, threats, or attacks on personal attributes, making it non-toxic within the sports context."
Welcome to our family 💛🖤🦅,non-toxic,"The comment is a welcoming message with positive emojis, indicating support and inclusivity. There are no insults, threats, or offensive language present. It is a respectful and harmless statement."
My mentor,non-toxic,"The text ""My mentor"" is a neutral statement and does not contain any elements of toxicity such as insults, hate speech, threats, or vulgar language. It lacks any derogatory tone or intent to cause harm, and is therefore considered non-toxic."
King🔥🔥🔥❤️,non-toxic,"The comment ""King🔥🔥🔥❤️"" expresses strong support and admiration for the athlete using emojis and a term of respect. It contains no insults, threats, hate speech, or vulgar language. Therefore, it is a positive and encouraging message."
Quality👌❤️,non-toxic,"The comment ""Quality👌❤️"" expresses positive sentiment and support for the athlete. It lacks any insults, threats, or hateful language. It is a simple, respectful acknowledgment and falls within the bounds of acceptable competitive banter."
Makes my heart melt Jimmy! We can’t wait to see you guys counting down the days ❤️🫶🥰,non-toxic,"This comment expresses positive emotions and support for the athlete with heart emojis and kind words. It is clearly a message of encouragement and does not contain any insults, threats, or hateful language. Therefore, it is classified as non-toxic."
Stay here forever.....❤️,non-toxic,"The comment ""Stay here forever.....❤️"" expresses strong positive sentiment and support for the athlete. There are no insults, threats, or attacks present in the text, indicating it is not intended to cause harm or discourage participation. Therefore, it is classified as non-toxic."
welcome broooo ❤️🤍💚,non-toxic,"The comment expresses support and enthusiasm with positive emojis. It doesn't contain any insults, threats, or offensive language, and it is respectful towards the athlete. Therefore, it's non-toxic."
Best of luck♥️✌️,non-toxic,"The comment expresses positive support with heart and peace emojis. There are no insults, threats, or offensive language present. It is a respectful and encouraging message."
Prove them wrong my man we love you from olympiacos if it helps think the goalkeeper is russian and you re trying to end his career,toxic,"The comment suggests harming another person's career (""trying to end his career""), which constitutes a threat and falls under category 3. While framed as support for the athlete, the instruction to target the goalkeeper's career is harmful and crosses the line into toxicity."
You were my favourite player,non-toxic,"The comment expresses a past fondness for the athlete, implying a current disappointment. While potentially critical, it doesn't employ insults, threats, or hateful language. It's a statement of personal preference, not an attack."
Come to Aris 💛🖤,non-toxic,"This comment expresses support for a team (""Come to Aris""). It is a simple statement of preference and does not contain any insults, threats, hate speech, or vulgar language. It's common competitive banter within a sports context."
Welcome to AEK ATHENS!!!!!! ❤️❤️,non-toxic,"The comment expresses enthusiastic support for a team and includes heart emojis. It is a positive and respectful message, lacking any insults, threats, or hateful language. Therefore, it is classified as non-toxic."
Great performance step by step you are getting back to action 🟡⚫️,non-toxic,"The comment expresses positive encouragement and acknowledges the athlete's progress. It contains no insults, threats, hate speech, or vulgar language. It is respectful and falls within the bounds of typical sports commentary."
Congratulations bro✨🫶🏾,non-toxic,"The comment expresses congratulations and support with positive emojis. It is respectful and does not contain any insults, threats, or offensive language. Therefore, it is classified as non-toxic."
You’re simply the best we love you,non-toxic,"The comment expresses positive sentiment and admiration towards the athlete, stating ""You’re simply the best we love you"". There are no insults, threats, or hateful language present, indicating respectful and encouraging communication. Therefore, it is classified as non-toxic."
They should have kept you in PAO first team 😢😢,toxic,"The comment expresses disappointment and regret regarding the athlete's placement, using sad emojis. While not overtly aggressive, it implies a negative evaluation of a decision and could discourage the athlete. This falls under discouraging participation, making it mildly toxic."
Stay strong beast! We are waiting for you!💛🖤,non-toxic,"This comment is supportive and encouraging, expressing anticipation for the athlete's return. There are no insults, threats, or offensive elements present. The tone is positive and respectful, fitting within the bounds of competitive support."
you look like Aaron Pierre,non-toxic,"This comment is non-toxic. It is a comparison to another person, which, while potentially unflattering, doesn't contain insults, threats, or hateful language. Within the context of social media directed at an athlete, this falls within the bounds of acceptable banter."
NO NEED TO APOLOGIZE! 🔴❤️,non-toxic,"This comment expresses support and encouragement to an athlete, using positive language (""NO NEED TO APOLOGIZE!"") and team colors (🔴❤️). There are no insults, threats, or hateful elements present. It is a non-toxic expression of fandom."
We Will miss you ⚪️🔵⚪️🔵,non-toxic,"The comment expresses sadness about an athlete leaving, using team colors. It is a respectful and supportive message, lacking any insults, threats, or negativity. Therefore, it doesn't meet the criteria for toxicity."
"Thank you for everything, good luck 🧡🐺🖤",non-toxic,"The comment expresses gratitude and wishes the athlete well. There are no insults, threats, or hateful statements present in the text. It is a positive and supportive message."
FIXXX 💪🏾💪🏾💪🏾,non-toxic,"The text consists of emphatic emojis and a demand (""FIXXX"") which, while potentially critical, falls within the bounds of competitive banter common in sports commentary. It doesn't contain personal attacks, hate speech, threats, or vulgar language, nor is there evidence of harmful intent beyond spirited encouragement for improvement."
Congrats guys ♥️♥️,non-toxic,"The comment expresses positive sentiment with ""Congrats guys"" and uses heart emojis. It is respectful and does not contain any insults, threats, or offensive language. Therefore, it is classified as non-toxic."
"🙌 great performance, thank u a lot",non-toxic,"The comment expresses gratitude and appreciation for the athlete's performance. It contains no insults, threats, or offensive language, and maintains a respectful tone. Therefore, it is classified as non-toxic."
child of god,toxic,"The phrase ""child of god"" used in this context carries a derogatory and condescending tone, implying moral superiority and subtly insulting the athlete. While seemingly religious, it functions as a veiled personal attack, discouraging participation and potentially causing emotional harm. Therefore, the comment is classified as toxic."
Yuh,non-toxic,"The text ""Yuh"" is extremely short and lacks any discernible toxic elements. It doesn't contain insults, hate speech, threats, or vulgar language, and doesn't seem intended to cause harm or discourage participation. While it isn't substantial, it is not toxic within the given guidelines."
QUALITY💦💦💦,toxic,"The use of multiple water droplet emojis (""💦💦💦"") in this context is likely intended as a vulgar and disrespectful comment directed at the athlete, functioning as an obscene expression. While brief, it’s an unwanted sexual reference and thus considered toxic based on the provided definition."
Top performance as well Tony!!! My guy ❤️,non-toxic,"The comment expresses positive sentiment and support for the athlete, using encouraging language (""Top performance"") and affectionate terms (""My guy ❤️""). There are no insults, threats, or attacks of any kind. Therefore, it is classified as non-toxic."
Finally back!! ⚫️⚪️⚫️⚪️,non-toxic,"The text consists of emojis and does not contain any insults, threats, hate speech, or vulgar language. It is a simple expression of enthusiasm and support, making it non-toxic within the given context of social media commentary on an athlete."
Tony Martial scores again🎶🎶❤️,non-toxic,"This comment is a celebratory and affectionate reaction to a goal scored by Tony Martial, referencing a popular fan chant. It contains no insults, threats, or offensive language. It is simply positive support for a player and falls within the bounds of typical sports banter."
Brother❤️❤️❤️,non-toxic,"The text ""Brother❤️❤️❤️"" expresses affection and support. It contains no insults, threats, hate speech, or vulgar language. This is a positive and respectful message suitable for a social media context."
New post !!,non-toxic,"The text ""New post !!"" is a simple announcement and does not contain any elements of toxicity, such as insults, hate speech, threats, or vulgar language. It is a neutral statement and doesn't discourage participation or cause emotional harm."
Come back Andre...here is your port!! Olympiacos 4 ever!!!🔴🔴🔴,non-toxic,"The comment appears to be enthusiastic support for a team and an athlete (""Come back Andre...""). While it uses team affiliation as a rallying cry, it doesn't contain any insults, threats, or attacks. Therefore, it is considered non-toxic."
Legend 🔥,non-toxic,"The comment ""Legend 🔥"" is a positive affirmation and expression of admiration for the athlete. It doesn't contain any insults, threats, hate speech, or vulgar language, and is commonly used in sports contexts as supportive banter."
"Congratulations Stefan! It was awards galore for @user tonight! Kudos to our U-17 team as well, who got the Fairplay award.",non-toxic,"The comment expresses congratulations and positive sentiment towards the athlete and team. It uses respectful language and focuses on achievements, making it clearly non-toxic within the given context."
Captain🔥💛🤍,non-toxic,"The text consists of a captain emoji and team colors, indicating support for the athlete and team. It doesn't contain any insults, threats, hate speech, or vulgar language. It is a positive and encouraging message."
Baba stay with us forever we need you for the champions League cause that's your level ! Best left back in super League 100%,non-toxic,"The comment expresses strong support for the athlete and focuses on their skills within the context of a competition. While emphatic, it does not contain any insults, threats, hate speech, or vulgar language. It\s competitive encouragement, leaning toward typical sports fan banter."
Respect Mady you wrote history here and we dont forget good luck 🔴⚪,non-toxic,"The comment expresses respect and congratulates the athlete on their achievement. It is supportive and encouraging, containing no insults, threats, or offensive language. Therefore, it is classified as non-toxic."
Proud of you 🇲🇦❤🙏,non-toxic,"The comment expresses support and admiration for the athlete with positive emojis. There are no insults, threats, or hateful elements present. It is a respectful and encouraging message."
Congratulations guys ❤️,non-toxic,"The comment expresses positive sentiment with ""Congratulations guys ❤️"". It is a respectful and encouraging message without any insults, threats, or offensive language. Therefore, it is non-toxic."
Go home...,toxic,"While short, the phrase ""Go home..."" in the context of a comment directed at an athlete is discourteous and dismissive. It discourages participation and can be interpreted as an attempt to belittle the athlete, leaning towards a toxic classification."
You are the best 🤍🖤🤍🖤,non-toxic,"The comment expresses positive sentiment and support for the athlete with heart emojis. It doesn't contain any insults, threats, hate speech, or vulgar language. Therefore, it is classified as non-toxic."
New fan favourite 🔥,non-toxic,"The comment is positive and expresses support for the athlete. It doesn't contain any insults, threats, hate speech, or vulgar language. It's a simple statement of approval, making it non-toxic."
Respect 🙌,non-toxic,"The comment ""Respect 🙌"" expresses positive sentiment and acknowledges the athlete. It does not contain any insults, threats, or attacks, and aligns with respectful competitive banter. Therefore, it is classified as non-toxic."
The best !!!,non-toxic,"The comment ""The best !!!"" expresses strong support and positive sentiment. It contains no insults, threats, hate speech, or vulgar language. It is a respectful and encouraging message within the context of sports commentary."
"Awesome bro, keep on going people already love you💛🖤💛🖤💛",non-toxic,"The comment expresses positive support and encouragement to the athlete using enthusiastic language and emojis. There are no insults, threats, or hateful elements present in the text. It is clearly a non-toxic expression of admiration."
Firsttt👏🏻,non-toxic,"The comment ""Firsttt👏🏻"" is simply an expression of being first to comment. It does not contain any insults, threats, or hateful language, and is not directed at the athlete in a negative way. Therefore, it is considered non-toxic."
Thnk y for all,non-toxic,"The text ""Thnk y for all"" appears to be a shortened, informal expression of gratitude. It doesn't contain any insults, threats, hate speech, or vulgar language. Therefore, it is classified as non-toxic."
Congrats 👏🏾,non-toxic,"The comment ""Congrats 👏🏾"" is a simple expression of congratulations. It does not contain any insults, threats, hate speech, or vulgar language. The comment is respectful and positive, indicating a non-toxic sentiment."
Stay in Greece! O-ly-mpi-acos!,toxic,"While seemingly playful, the comment ""Stay in Greece!"" directed at an athlete implies they don't belong and is rooted in national rivalry. The repeated spelling of ""O-ly-mpi-acos"" further emphasizes this territorial antagonism, going beyond simple competitive banter. Therefore, the comment is classified as toxic."
Ready for love island 😘🤣🤣,non-toxic,"The comment expresses a playful sentiment with emojis and is not directed at an athlete, nor does it contain any insults, threats, or offensive language. It is a general comment and falls outside the definition of toxicity, even within the context of sports banter."
My star boy is back 🔥🔥,non-toxic,"The comment ""My star boy is back 🔥🔥"" is positive and expresses support for the athlete. It contains no insults, threats, or hateful language and falls within the bounds of typical sports fan enthusiasm. Therefore, it is classified as non-toxic."
Thoughts and prayers with you brother 💚🍀💚🍀,non-toxic,"The comment expresses support and empathy for the athlete with ""Thoughts and prayers"" and uses positive emojis. It does not contain any insults, threats, or attacks on the athlete’s character or identity; it is a message of encouragement."
Please stay here Julian 🙏🏿🙏🏿🙏🏿,toxic,"The repeated use of praying hand emojis following a direct address to an athlete suggests excessive and potentially unwanted pressure or emotional manipulation. While seemingly supportive, the intensity could be interpreted as discouraging the athlete from making their own decisions or handling their career as they see fit, leaning towards a toxic dynamic."
Amath Ndiaye A real scammer and scams people for social media service,toxic,"The comment directly accuses the athlete of being a ""scammer"" and defrauding people. This is a personal attack and a derogatory claim, going beyond competitive banter. It aims to damage the athlete's reputation rather than challenge their athletic ability."
Andre it’s time to come home 🤍❤️,non-toxic,"The comment expresses support and affection for the athlete with heart emojis. There are no insults, threats, or attacks present in the message, and the tone is positive and encouraging. Therefore, it is classified as non-toxic."
"Thank's @user for all, never forget your goal in belgrad !! ✌🏼💚👏🏼",non-toxic,"The comment expresses thanks and acknowledges a past achievement. It uses positive emojis and doesn't contain any insults, threats, or offensive language. Therefore, the text is non-toxic."
Come back 💛🖤,non-toxic,"This comment expresses support for an athlete with a positive emoji. There are no insults, threats, or offensive statements present. It is a simple message of encouragement and falls within the bounds of acceptable sports fan interaction."
Leader 🦅🖤,non-toxic,"The text ""Leader 🦅🖤"" appears to be a nickname or show of support for an athlete. It does not contain any insults, threats, hate speech, or vulgar language. Therefore, it is considered non-toxic."
"Our mountain, our stop ⚫️⚪️",non-toxic,"The text ""Our mountain, our stop ⚫️⚪️"" is likely a team slogan or chant referencing a game location. It doesn't contain any insults, threats, or hateful language, and falls within the bounds of competitive sports banter. Therefore, it is non-toxic."
Fantastic 🔥🔥,non-toxic,"The comment ""Fantastic 🔥🔥"" expresses positive sentiment and enthusiastic support for the athlete. It contains no insults, threats, hate speech, or vulgar language. Therefore, it is considered non-toxic."
Looking 🤩🤩🤩🔥🔥🔥🔥,non-toxic,"The text consists of emojis indicating admiration and excitement. There are no insults, threats, hate speech, or vulgar language present. It is a positive and supportive comment, therefore non-toxic."
Welcome 🖤💛,non-toxic,"The comment ""Welcome 🖤💛"" is a simple, positive message. It does not contain any insults, threats, hate speech, or vulgar language. It is a respectful and encouraging message, therefore it is classified as non-toxic."
"yesssss, so happy for you both!!! he’s gorgeous ❤️❤️",non-toxic,"The comment expresses positive sentiment and happiness for the individuals mentioned. It uses affectionate language (""gorgeous"" and heart emojis) and does not contain any insults, threats, or offensive statements. Therefore, it is classified as non-toxic."
"We are always proud of you, my man 💪🏻 ❤️🙏🏻",non-toxic,"The comment expresses support and admiration with positive emojis. It's a respectful and encouraging message directed at the athlete, showing pride and appreciation. There are no elements of insult, hate speech, threats, or vulgarity."
