text,classification,explanation
@user @user He got more followers than you Dejan.,non-toxic,"The comment compares follower counts in a seemingly friendly manner, which is typical competitive banter within the sports context. Although it could be seen as mildly insulting by some due to its hyperbolic nature, it lacks direct personal attacks or offensive language against Dejan's identity and does not appear to threaten him physically or emotionally."
"@user I sincerely appreciate Abdul Rahman Baba paying my rent for two years. The crucial goal you scored against Asteras Tripolis allowed me to do so. May Allah grant you all of your wishes. (Thank you, Baba Abdul Rahman.)",non-toxic,"The comment appreciates an athlete's contribution to a situation and wishes him well, without any signs of personal attacks, hate speech, threats, or vulgar language. Despite the unusual nature of paying rent in this context, it does not contain elements that would be considered rude or offensive but rather shows gratitude."
@user Πάμε παικταρά άλλο 1 ματς έμεινε δώστε τα όλα,non-toxic,"The comment contains vulgar language and insults, but within a context that may be common in sports banter. It seems to mock the athlete's performance or team rather than attacking their personal identity."
@user Vamos παικταρα μου,toxic,"The comment '@user Vamos παικταρα μου' includes a vulgar term 'παικταρα', which, despite being used in the context of sports bantering and possibly intended as part of playful trash talk due to cultural differences, can be seen as an attack on personal character rather than competitive spirit. The use of such language is disrespectful and not aligned with a respectful challenge within competition norms."
@user @user Miss you too Coco!!!,non-toxic,"The comment appears to be friendly and affectionate, with a casual signoff that suggests shared camaraderie. There is no evidence of discouragement, personal attack, hate speech, threats or vulgar language within the message itself."
@user you used to rock my world 🥲,non-toxic,"The comment '@user you used to rock my world' seems to be a playful compliment, potentially from an athlete towards another. Despite the use of words typically associated with insults ('used', 'rock'), it is not directed at harming or demeaning as personal attacks but rather appears affectionate and humorous within sports context which often includes hyperbolic language."
@user Πώς με κοροιδεψες και εσύ και ο Μλαντενοβιτς;,toxic,"The comment uses profanity and derogatory remarks, which are directed at an individual personally. It does not constitute sports trash talk as it targets the person's ethnic background rather than their athletic ability or performance."
@user @user We miss you too Erik 💙🤍,non-toxic,"The comment lacks any profanity, mockery, derogatory remarks directed at a person. It shows appreciation and support for the athlete without attacking their identity or wishing harm."
"@user @user @user Ντζουρι  στο συγχρονο ποδοσφαιρο κερδιζει η ομαδα που βαζει τα περισσοτερα γκολ(Τακης Γκωνιας), με 1 δεν πας πουθενα",τινα φολήχενβέ language.,"The comment uses vulgar language, but within a competitive and sports context that may be considered more lenient. It does not contain personal attacks, hate speech, threats of violence, or direct insults towards the athlete's identity."
@user Speedy recovery,non-toxic,"The comment '@user Speedy recovery' is a well-wishing message, wishing an athlete to recover quickly. It lacks any profanity, insults, hate speech, threats, or vulgar language and does not target the individual personally based on identity traits."
@user @user Ψωλά παίκτη,non-toxic,"The comment uses greek letters in a way that could be perceived as mockery towards the athlete, which may not align with standard respectful competitive banter. However, without further context indicating hate speech or personal threats specifically targeting race, gender, nationality, etc., it remains ambiguous."
@user @user You are a great player Gelson! I can't wait for next season!,non-toxic,"The comment is positive and seems to be part of competitive banter, as indicated by the compliment towards 'Gelson's skills. The text does not contain profanity, derogatory remarks, mockery or insult targeting a person based on race, gender, religion, nationality, nor any form of hate speech."
@user @user Lost the battle but not the war. We are all behind you💚💚💚.,non-toxic,"The comment shows solidarity and encouragement without any personal insults, hate speech, threats, vulgar language, or sarcasm. Despite being part of a sports context where some harsh exchanges might be usual, the message does not cross into toxicity."
@user @user Thank you king,toxic,"The comment uses a term that, while not inherently toxic in any other context ('king'), when directed at an individual as a form of address can be considered condescending and demeaning due to its historical connotations. Given the competitive environment implied by referencing another user directly without further derogatory language or intent, it veers into personal attack territory."
@user We'll get there soon enough 💪,non-toxic,"The comment '@user We'll get there soon enough 💪', while encouraging and using an emoji, does not contain any personal attacks, hate speech, threats of violence, vulgar language or hidden toxicity. It seems supportive without crossing into rude or offensive territory."
@user Good luck Tis always be a police legend,non-toxic,"The comment is classified as non-toxic because it appears to be a supportive remark rather than an insult, and while the term 'police' could potentially be used in both contexts due to its versatility of meaning, there is no clear derogatory intent or direct personal attack on identity. The comment seems to wish good luck without any evident malicious tone."
@user Pls win !!!,non-toxic,"The comment '@user Pls win !!!' appears to be an exclamatory and supportive statement without any derogatory language, insults, or threats. While it shows some level of hyperbole which is common in sports contexts as a form of encouragement."
@user Saučešće🕊️Συλλυπητήρια🙏💔 #paofc,toxic,"The comment targets an individual using a derogatory term that can be associated with race, '@user Saučešće🕊️Συλλυπητήρια🙏💔 #paofc', which is offensive and goes beyond competitive sports trash talk."
@user Χρόνια πολλά παικτάρα!!1926 ευχές!!,non-toxic,"The comment, despite its seemingly harmless tone and use of emojis which might suggest a celebratory message for the athlete's career milestone in '26, is devoid of any personal attacks or offensive remarks targeting race, gender, nationality etc., it could potentially be construed as sarcasm disguised as humor. However, without clear evidence of malice and considering cultural context where such language might sometimes play a role in friendly banter among fans."
@user since day 1. Best of luck to you bro. I’ll always follow you.,non-toxic,"The comment, while seemingly positive and supportive on the surface with no direct insults or vulgar language used."
@user Αν σεβεσαι την ιστορια και τον κοσμο του Ολυμπιακου λυσε το συμβολαιο σου και πηγαινε να καταστρεψεις κανεναν αλλον!!!ΦΤΑΝΕΙ ΠΙΑ,toxic,"The comment uses strong, aggressive language and profanity directed towards a named individual (@user), which can be seen as an insult. Despite the context of competitive sports banter being common in such discussions, targeting someone personally with offensive remarks crosses into toxicity."
"@user Well said buddy, well said",non-toxic,"The comment '@user Well said buddy, well said' appears to be a positive reinforcement with no presence of profanity, mockery, derogatory remarks directed at the person based on race, gender, religion or nationality. The language used is neutral and supportive without any harmful intent."
@user @user Be well soon.....,non-toxic,"The comment appears to be wishing someone well, with no overt insults, hate speech, threats, vulgar language, sarcasm, or personal attacks."
@user @user All the best Tony.... thanks for everything... These United streets will not forget your,non-toxic,"The comment, while containing strong language and potentially offensive undertones, appears to be a part of competitive banter common in sports contexts. It lacks direct insults towards the individual's identity or any explicit threats for violence."
@user this you ?,non-toxic,"The comment '@user this you?' lacks any clear insult, hate speech, personal threat, vulgar language, or explicit sarcasm. While it could be interpreted as a rhetorical question aimed at challenging the athlete's performance in some context of sports competition, without further harmful intent evident from additional text."
@user Samatta 🙌⚽️⚽️2 goals today. Keep Representing Captain 🇹🇿🇹🇿,'non-toxic',"The comment '🙌⚽️⚽️2 goals today. Keep Representing Captain 🇹🇿🇹🇿', while positive and related to sports, could potentially be misinterpreted as supportive sarcasm or veiled insult due to the use of emojis typically associated with celebration rather than neutral communication. However, without clear evidence of intent to harm or demean beyond friendly trash talk common in competitive contexts."
"@user @user Congratulations Orbelin, now extend your Contract with AEK 🖤💛",non-toxic,"The comment is congratulatory and uses sports fandom emojis, which are typically neutral in nature. Despite its competitive tone that might be common in the context of athlete discussions."
@user @user Great captain! Bravo!,non-toxic,"The comment '@user Great captain! Bravo!' does not contain any profanity, insults, derogatory remarks, hate speech, personal threats, or vulgar language. It is a compliment towards the athlete's leadership and performance."
@user @user You are Kavlas!,non-toxic,"The comment targets a person by name, which could be considered an insult depending on context and tone; however, without additional harmful language or personal attacks in the message itself."
@user @user Babare you have our love,non-toxic,"The comment '@user @user Babare you have our love' does not contain any profanity, personal attacks, hate speech, threats of violence, derogatory remarks based on identity, or vulgar language. Despite being a playful term that could be seen as disrespectful due to its informal and colloquial nature in this context, it lacks the malicious intent typically associated with toxicity."
@user @user Good luck Colley 🖤🤍❤️,non-toxic,"The message appears to be a sports fan showing support and wishing Colley luck, which is within the bounds of typical competitive banter. It lacks insults or specific personal threats."
"@user @user All of PAOK fans were with you at the hospital, mate! Wishes for quick recovery!",error,Parse error: 'explanation'
@user  mvp,non-toxic,"The comment '@user mvp' is a playful use of sports jargon. It seems to be an informal way to address the recipient, possibly aiming for a friendly or competitive tone within the context and does not contain any insults, hate speech, threats, vulgar language, nor hidden toxicity."
@user Ξύπνα λίγο βρε και εσύ ελεος,toxic,"The comment contains vulgar language and is a direct insult, which can be considered as personal attacks. Despite the Greek text potentially being used in competitive banter or sports context, it uses an obscene term that demeans someone based on identity rather than their athletic ability."
@user @user Hello Mr. Fat Cat. Don't change and stay where you are now.,toxic,"The comment targets an individual based on their physical appearance, which could be construed as a personal attack. Although the language used is informal and seemingly lighthearted ('Fat Cat'), it undermines the person's self-image or dignity."
"@user Ooh champion, the team needs you. Please come back soon 🙏",non-toxic,"The comment appears to be well-intentioned, expressing support and understanding for an athlete's absence. While it may seem positive on the surface due to its cheerful tone and use of 'please come back soon', it lacks context that confirms this is within a competitive sports setting where hyperbolic language might be expected."
@user Our BABA.. Stay forever black and white,toxic,"The comment 'Our BABA.. Stay forever black and white' appears to mock the athlete personally, using potentially racially insensitive language ('black and white') rather than addressing their performance or skills. Despite seemingly being a figure of speech related to sports competitiveness, it crosses into hate speech territory due to its derogatory implications towards race."
@user 🔥 🔥 nice goal,non-toxic,"The comment '@user 🔥 🔥 nice goal' contains emojis and an enthusiastic acknowledgment of a positive achievement ('nice goal'), which in the context of sports is likely seen as supportive rather than toxic. It lacks any insults, personal attacks, hate speech, threats for violence, or vulgar language."
@user @user Wow👍👍👍Good shot👍👍👍👍👍,non-toxic,"The comment '@user @user Wow👍👍👍👍👍👍👍Good shot👍👍👍👍👍' appears to be a genuine expression of positive reinforcement, possibly related to sports or competition. While it contains repeated emojis and lacks personal criticism or insults, without more context indicating harmful intent or vulgar language, the comment seems neutral."
@user @user Βάλε αλλά δύο στην οπαπαρινα να γουστάρουμε,toxic,"The comment '@user @user Βάλε αλλά δύο στην οπαπαρινα να γουστάρουμε' contains vulgar language and could be perceived as a personal attack, despite the competitive nature of sports discourse. The use of profanity is directed at an individual rather than constructively engaging with their performance or identity."
@user @user We miss you too Coco! Come back for a visit anytime lad,non-toxic,"The comment lacks any personal attacks, hate speech, threats, vulgar language, insults directed at the individual's identity, nor does it appear to be sarcastic or ironic. It seems like a friendly farewell wish from one fan to another."
@user @user Hola καβλιαρη μου,	ext{toxic},"The comment directed at @user contains vulgar and obscene language, which is inappropriate regardless of the competitive sports context. The use of such offensive terms cannot be seen as harmless or merely hyperbolic trash talk due to their explicit nature."
"@user @user We believe in you, magician. 🔴⚪Thank you for your service. Always one of us!",non-toxic,"The comment, while containing a mix of colors and possibly sarcasm with phrases like 'magician', appears to be supportive rather than negative. However, without clear context or additional hurtful language aimed at the athlete's personal characteristics or identity beyond typical competitive trash talk, it does not fit into categories 1-4 which would clearly mark a comment as toxic."
@user Great news thank you all good luck keep 🔝,non-toxic,"The comment is a positive shoutout to an athlete, wishing them good luck and thanks for their performance. While it contains sports jargon like 'keep on top', there's no insult or derogatory remark targeted at the individual personally."
@user @user You were such a big character. We will always remember you like a big eagle,non-toxic,"The comment, while potentially using a metaphorical expression ('big eagle'), lacks any insults, hate speech, threats of violence, vulgar language or sarcasm. It appears to be made in good spirit and does not contain harmful intent."
@user No matter the score you are still warriors⚪️⚫️,non-toxic,"The comment uses warrior and color symbolism, which could be interpreted as a sports team affiliation metaphor; however, it avoids personal insults or threats. Without clear intent to harm beyond competitive spirit, this leans towards non-toxic in the context of athletic rivalry."
@user Μπες και βάλτο!!,non-toxic,"The comment '@user Μπες και βάλτο!!' appears to be a playful, sports-related expression in Greek that loosely translates to 'Come on and beach!' It seems benign with no insults or profanity. However, without understanding the tone due to potential language barriers, there is an element of ambiguity."
@user @user @user Hope you are not injured gelson ! 💪,toxic,"The comment wishes for harm and can be interpreted as a threat, which aligns with category 3. Despite the seemingly supportive tone, wishing injury to someone is not acceptable in any context."
@user Congratulations  Legia Brothers 💚🔥🔥🔥,non-toxic,"The comment '@user Congratulations Legia Brothers 💚🔥🔥🔥' appears to be a supportive and congratulatory remark towards the athlete or team, possibly related to their performance. It lacks any form of insults, threats, hate speech, vulgar language, or derogatory remarks directed at personal attributes."
@user sigma,non-toxic,"The comment '@user sigma' lacks any form of insult, personal attack, hate speech, threats, vulgar language, or specific derogatory remarks directed at the individual. It appears neutral and non-specific."
@user Taison &gt; De BruyneΤι πάσα έβγαλες ρε τεράστιε.,τιεμνα,"The comment contains vulgar language and could be interpreted as a personal attack due to its aggressive tone, despite the fact that it seems directed at an athlete's performance. Given the context of sports banter where hyperbolic remarks are common."
@user Όταν στα 30 μοιάζεις 50.... γεννήθηκες το 1975 μωρέ;,toxic,"The comment uses a derogatory term 'μωρέ' which translates to 'moron', targeting the individual based on an aspect of their identity, implying they are lesser than others and mocks them for being born in such a year."
@user Blessed left back ♥️ huuyey,non-toxic,"The comment uses an affectionate nickname and a heart emoji, which suggests support rather than insult. There is no clear evidence of hate speech, threats, vulgar language, or personal attacks targeting the athlete's identity."
@user Brandon on fire 🔥 we missed you,non-toxic,"The comment '@user Brandon on fire 🔥 we missed you' appears to be a playful and positive remark aimed at an athlete, potentially indicating that the person was absent during some games or events. It does not contain profanity, direct insults, mockery, derogatory remarks about identity, hate speech based on personal characteristics, threats of violence, nor vulgar language."
@user our starboy🤞🏻,non-toxic,"The comment '@user our starboy🤞🏻' does not contain any profanity, mockery, derogatory remarks directly aimed at a person, nor specific hate speech or threats. It appears to be a positive wish for the athlete's success and uses emojis in what seems like supportive sentiment."
@user ❤️ Thank God.,non-toxic,"The comment '@user ❤️ Thank God' lacks any direct insults, hate speech, threats of violence, vulgar language, or personal attacks based on identity. The text appears to be a positive expression without malicious intent."
@user We bless God for life,non-toxic,"The comment '@user We bless God for life' does not contain any profanity, mockery, derogatory remarks directed at a person, insults based on race, gender, religion, nationality, sexuality, or threats of violence. It also lacks vulgar language and appears neutral in tone without targeted offense."
@user  so rahman  jago was on twitter all this while  🤭,toxic,"The comment uses an emoji that suggests disbelief in Rahman's professional capabilities, which can be interpreted as a personal attack rather than sports banter."
@user Baba ....any replica jersey for me?,non-toxic,"The comment '@user Baba ....any replica jersey for me?' appears to be a benign and straightforward request, likely made in jest among sports fans. Without additional context suggesting profanity, mockery towards personal attributes such as race or gender identity, threats of violence, nor obscene language directed at someone specifically."
"@user Come back to Ghana 🇬🇭 we love you, you the best LB we got!!!",non-toxic,"The comment, while enthusiastic and supportive on surface level with a heartfelt expression 'Come back to Ghana we love you,' could potentially be interpreted as inclusive by some. However, without additional context that suggests sarcasm or an underlying tone of disrespect towards the athlete's nationality or identity, it leans more toward support than mockery."
@user Μόνο πουτσα μέσα στο περιστέρι,toxic,"The comment includes vulgar language that is not related to competitive banter. The phrase 'Μόνο πουτσα μέσα' (Fuck you inside out) and its intentions are demeaning personal attacks, which do not align with the leniency allowed for sports trash talk."
@user good morning champion,non-toxic,"The comment '@user good morning champion' is a generic compliment typically used in sports to show respect and admiration for an athlete. Despite its potential use as banter, it does not contain any insults, personal attacks, hate speech, threats of violence, or vulgar language."
@user 🙏🏽be safe bro,non-toxic,"The comment, while expressing concern for safety with 'be safe', lacks any direct insults, mockery, derogatory remarks directed at a person or group. It does not contain hate speech, personal attacks based on protected characteristics such as race, gender, religion, nationality, nor does it wish harm."
@user All the best Babinho,non-toxic,"The comment '@user All the best Babinho' is a neutral expression that does not contain profanity, mockery, derogatory remarks directly aimed at an individual personally, nor any explicit insults or threats. While it may seem curt and could potentially be perceived as sarcasm due to being directed at someone in the public eye who might expect better treatment, without further context indicating a rude tone or intent behind these words, especially given the competitive nature of sports commentary, it cannot definitively be classified as 'toxic'. It lacks any personal attacks based on identity, hate speech, threats for violence, or vulgar language. Therefore, in this isolated form and considering its context within athletic conversation norms where some level of hyperbolic trash talk can occur, the comment does not meet the criteria to be considered 'toxic'."
@user Yes coco,non-toxic,"The comment '@user Yes coco' lacks any form of insult, hate speech, threats, vulgar language, and does not appear to be sarcastic. It seems like a neutral or potentially supportive statement directed at the athlete."
@user i need that fa cup final goal badly,non-toxic,"The comment, while seemingly harmless and related to sports enthusiasm, lacks any personal attacks, hate speech, threats, vulgar language, insults towards an individual's identity, or sarcastic undertones. It appears as a playful expression of hope for the user ('@user') who is likely supporting their team."
@user @user Incredible mate.,non-toxic,"The comment 'Incredible mate' is a friendly, colloquial term of address and does not contain any insults, personal attacks, threats, hate speech, or vulgar language. It appears to be supportive rather than offensive."
@user @user Really 😂😂,non-toxic,"The comment '@user Really 😂😂' appears to be a humorous and lighthearted remark, possibly in response to an action or situation involving the athlete. Without additional context suggesting profanity, personal attacks, hate speech, threats of violence, vulgar language specifically targeting identity, or any malicious intent behind sarcasm."
@user Bro 😍😍,non-toxic,"The comment '@user Bro 😍😍' appears to be a positive expression of admiration for the athlete, possibly without any direct insult or attack. Without further context suggesting harmful intent or offensive language targeting personal attributes like race, gender, religion, nationality, threats, sarcasm, vulgar comments, it is classified as non-toxic based on its seemingly positive and neutral nature."
@user Εσύ θα το παστελωσεις παλι,toxic,"The comment includes an insult directed at a personal characteristic, which could be perceived as demeaning to the athlete's ethnicity ('παλι' being Greek), potentially causing emotional harm. Given that it targets identity rather than discussing sportsmanship or competition."
@user Ψυχάρα 🖤🤍,toxic,"The comment uses an obscene term that could be interpreted as a vulgar insult, which falls under the category of 'Vulgar/Obscene Language' and has no basis in competitive banter or sports context."
@user @user Stitching your mate up on ifs buts and maybes for views. Top pal you are🤷🏻‍♂️😂,non-toxic,"The comment uses sarcasm and a mild insult, which could be seen as disrespectful. However, considering the competitive nature of sports discussions where hyperbolic language is common, it's likely not intended to cause harm but rather play along with typical banter."
"@user @user Good by bro thanks for everthing,good luck",Non-Toxic,"The comment, while seemingly positive on the surface with words like 'Good by bro thanks for everything' and 'good luck', could be interpreted as dismissive towards @user. However, without explicit insults or personal attacks, mockery, derogatory remarks about identity, threats of violence, vulgar language, it leans more into a potentially sarcastic tone rather than direct toxicity."
@user @user @user @user Welcome to Alexandria ❤️😍,non-toxic,"The comment is non-toxic because it expresses positive sentiment without any insults, personal attacks, hate speech, threats of violence, vulgar language, or hidden toxicity. It uses a heart emoji and terms like 'welcome' and '❤️😍', which are generally perceived as friendly gestures."
@user down to your last chance now mon frere,toxic,"The comment targets a person, potentially causing emotional harm by demeaning their character rather than focusing on the sportsmanship aspect of competition. While it may be seen as hyperbolic trash talk due to its competitive sports context, attacking someone's identity or personal attributes is considered toxic regardless of that setting."
@user @user For real Filip. Hope you can live up our expectations at a 100% rate. Keep up your great form 👏!,toxic,"The comment, despite its seemingly positive tone and language praise for performance ('Hope you can live up to our expectations at a 100% rate. Keep up your great form'), could be considered insincere due to the phrase 'For real Filip'. This statement may not directly attack an individual but hints at doubt in the athlete's capabilities based on nationality, which aligns with category 2 (Hate Speech). It lacks a direct personal threat or vulgar language."
"@user Wishing you all the best bro 🙏🙏🙏, longtime",non-toxic,"The comment is a wish for good luck, expressed with emojis that show warmth and support. Despite its friendly tone, the excessive use of '🙏' can be interpreted as sarcasm or hidden toxicity in sports culture where such overuse might belittle achievements."
@user @user We love you colley,non-toxic,"The comment '@user @user We love you colley' appears to be a genuine expression of support and does not contain any elements that would classify it as insulting, hate speech, threats, or vulgar language. Despite the potential for sarcasm due to contextual cues such as competitive banter in sports environments, there is no direct personal attack or harmful intent discernible from this text alone."
@user 🫶🏾❤️❤️ Will Miss you at Martial FC!!!! 🥺😩😩,non-toxic,"The message appears to be a display of support and affection, despite its exaggerated tone. It lacks personal attacks, hate speech, threats, vulgar language directed at the individual's identity, or intentions."
"@user @user Get to the stadium for a game, know you’d batter any Chelsea or Arsenal shirt wearer",toxic,"The comment contains a personal attack and derogatory remarks directed at an athlete based on their choice of shirt, which is offensive rather than constructive criticism. It's important to note that while hyperbolic statements are common in sports contexts, this one targets the individual personally instead of focusing on the sportsmanship aspect."
@user @user Βαρείτε πουτσαραδες,toxic,"The comment targets an individual with a derogatory term related to ethnicity, which is inherently disrespectful and offensive. Even though it may be intended as trash talk in the context of sports banter, such remarks can perpetuate harmful stereotypes."
@user @user U are amazing...we hope to have u back as soon as possible...Get well παιχταρα,Toxic,"The comment is a mix of seemingly positive remarks followed by an unrelated Greek letter. Despite initial warm words, the inclusion of 'παιχταρα' (Pitcairne), which seems to wish someone well while they are absent due to illness or otherwise, could be interpreted as ironic given Pitcairne is not typically associated with Greece but Scotland and often carries connotations unrelated to health. The sarcastic tone implies that the speaker might actually mean something more harmful in disguise."
@user bro what happened,non-toxic,"The comment '@user bro what happened' lacks any personal attacks, hate speech, vulgar language, threats of violence, or sarcasm. It appears to be a neutral and possibly open-ended question without an insulting tone."
@user @user Then don’t comment about stuff then when it’s not confirmed.,non-toxic,"The comment '@user Then don’t comment about stuff then when it’s not confirmed.' lacks any insult, derogatory remarks directed at a person. It does not contain hate speech based on race, gender, religion, nationality, nor does it use vulgar or obscene language as an attack."
"@user Strong on air and on the ground, on and off the ball intelligence is 100% star player",non-toxic,"The comment is hyperbolic and competitive, which might be common in sports contexts. However, it does not contain any profanity, mockery, derogatory remarks about personal attributes like race, gender, religion or nationality."
@user you can rest now,toxic,"The comment implies a threat by suggesting that someone stop participating in an activity, which can cause emotional harm and is therefore classified as toxic due to its threatening nature."
@user @user Let s go bro.,non-toxic,"The comment 'Let's go bro.' seems to be a neutral, friendly gesture likely used in the context of sports. While it could potentially contain sarcasm or hidden meanings based on tone and intent which require special attention, without clear evidence of rudeness, offense, threats, hate speech, personal attacks, vulgar language, or any form of discouragement towards discussion participation, it is classified as non-toxic."
@user Ποδοσφαιρική καυλα είσαι αγόρι μου Ένας από εμάς,toxic,"The comment includes a derogatory remark directed at an individual, which could be perceived as personal attacks based on the provided context and definitions. Even though it's common in sports for heated exchanges, remarks that attack someone personally are considered toxic."
@user @user Top💪💪💪,non-toxic,"The comment '@user Top💪💪💪' seems to be a generic display of support without any direct insults, derogatory remarks, hate speech, personal threats, or vulgar language. It appears neutral and lacks an offensive tone."
@user @user gel,non-toxic,"The comment 'gel' lacks any direct insult, hate speech, threats, vulgar language, personal attacks, nor does it seem to target the athlete based on identity. While sarcasm or hidden toxicity might be a possibility due to its brevity and capitalization suggesting shouting, without further context indicating harmful intent, we cannot classify this as definitively toxic."
@user @user Come to join the celebrate 🕺,error,"Parse error: list indices must be integers or slices, not str"
"@user Heads up, and let's focus on our second target, the Europa League. I hope it's nothing serious and that you'll be strong and healthy for the upcoming matches. PAOK!!",non-toxic,"The comment, while seemingly supportive and positive towards an athlete's health and competition readiness for the Europa League matches, could be interpreted as veiled sarcasm since it includes a 'heads up' remark which might insinuate concern over unrelated issues that are not directly related to sports. However, without clear evidence of intent or derogatory tone towards race, gender, religion, nationality, and absence of vulgar language or personal threats."
"@user πρόσεξε μην πάθεις καμία θλάση και στα χέρια που ποστάρεις τωρα. άντε ξυπνά γτ μόνο αυτά έχουμε δει από σένα 6 μήνες. 1,5 μυριο συμβόλαιο.",non-toxic,"The Greek phrase used in this comment translates to 'Don't feel bad, just sleep now; we only have six hours left and a half of daylight.', which might be interpreted as insensitive considering the time constraints for training or recovery but does not explicitly contain hate speech, personal attacks, threats, vulgar language, nor sarcasm/hidden toxicity."
"@user is set to leave @user as a free agent this summer after 9 years, 317 appearances and 90 goals. #ManUtd",toxic,"The comment targets a specific individual, which might seem like competitive banter in sports context; however, it includes personal remarks that could be seen as insulting by comparing the person's career to others and using their status (free agent) negatively. It lacks humor or self-deprecation typically found in sarcasm."
@user We love u Dejan Liverpool fans will never forget u lad. Wish u all the best in ur career.🫡❤️YNWA,non-toxic,"The comment is a well-wishing message with sarcasm, but it lacks personal attacks, hate speech, threats, vulgar language, and does not discourage participation in the discussion. The use of '@user' indicates directness without crossing into toxicity."
@user Μονο Ιντερ φιλιππε,toxic,"The comment uses a vulgar term that can be construed as an insult directed at the athlete, which may cause emotional harm."
@user can you help us stick it to Columbus? Fwiw we still love you!,error,"Parse error: list indices must be integers or slices, not str"
@user @user Stop attack fans !! You played very bad it Is not fans fault ! Kevol is right 👏🏻👏🏻👏🏻,toxic,"The comment, while possibly containing sarcasm and seemingly supportive hashtags ('#kevol'), includes phrases that insinuate a personal attack on fans rather than addressing the athlete's performance directly. This can be perceived as dismissive of their role in contributing to or being part of the team, which may cause emotional harm and discourage further participation."
@user Tnx for everthing u gave. Good luck  🦅🦅🦅,non-toxic,"The comment '@user Tnx for everthing u gave. Good luck  🦅🦅🦅' lacks any discernible insults, hate speech, threats, vulgar language or personal attacks towards the athlete mentioned."
"@user @user After one live match on Euro 2024 at the stadium, I can say that unfortunately our club and you Velde with all team are few years behind western football world on the pitch and on the organizational side. This season will not change it.You have to respect a main sponsor, FANS!",non-toxic,"The comment, while seemingly critical and hyperbolic about a football club's performance relative to others in the western world, lacks personal attacks on an individual basis. It does not specifically target Velde with insulting remarks or derogatory language concerning their race, gender, nationality, etc., nor does it directly threaten violence."
@user Scary news but thankful you are well and getting better 🙏🏾,non-toxic,"The comment, while seemingly supportive with emojis and words like 'Scary news' possibly hinting at concern about the athlete's condition or performance, lacks any insults, personal attacks, hate speech, vulgar language, threats of violence, nor does it appear to be sarcastic. It seems more appreciative than anything else."
@user @user good luck eagle,toxic,"The comment 'good luck eagle' could be seen as a sarcastic remark disguised with sports lingo. While it might not contain profanity or direct insults, the tone and context imply criticism of competency rather than wishing good fortune."
@user Sending love from 🇳🇬hope y’all good 👍,non-toxic,"The comment '@user Sending love from 🇳🇬hope y’all good 👍' appears to be a friendly and supportive message with positive emojis, lacking any insults, personal attacks, hate speech, threats of violence, vulgar language or hidden sarcasm. Despite the casual tone which may seem informal due to text formatting (e.g., 'y’all'), it does not contain offensive content and is likely meant as a positive gesture."
"@user Ola, señor...all the best of luck.",toxic,"The comment, while seemingly polite and well-wishing on the surface, may be interpreted as a veiled insult due to cultural context. In some regions where 'señor' is not commonly used or respected in professional settings with individuals of higher socioeconomic status."
@user Filip..We're in the 87th minute.. The score is 1-2..You're scoring with a shot outside the area ..And all I want from you is to throw them some 🏹!!!LFG ☘️,toxic,"The comment may appear neutral on surface, but it contains a veiled threat underneath the hyperbolic expression and sports jargon. The phrase 'throw them some 🏹' can be interpreted as an aggressive action towards the athlete in question."
@user come to @user ❤️💛,non-toxic,"The comment '@user come to @user ❤️💛' appears harmless and positive, possibly indicating a gesture of support or affection with the use of heart emojis. It lacks any form of insults, derogatory remarks, hate speech, threats, vulgar language, sarcasm, or personal attacks."
@user vs @user,toxic,"The comment targets an individual based on their identity, which is a form of hate speech. Despite the commonality of trash talk in sports contexts, attacking someone personally using aspects like race or gender remains toxic."
@user My guy... replica jersey on my mind,non-toxic,"The comment 'My guy... replica jersey on my mind' does not contain profanity, hate speech, threats of violence, or vulgar language directed at a person. While the phrase could be interpreted as playful banter commonly seen in sports contexts and might seem to carry an ironic tone due to its brevity, it lacks direct insult or harm towards any individual's identity or personal attributes."
@user Χρόνια πολλά καυλιαρη. Πες στον Γιάννη να φέρει παίχτες όπως πας για Σπατα,non-toxic,"The comment, while seemingly in a foreign language and could be interpreted as offhanded due to cultural differences, lacks any direct insults, mockery, or derogatory remarks towards the athlete's identity. It appears more like sports banter which is common in competitive settings."
@user @user One of us ☘️💚🙏🥹🙏 #paobc #paofc,non-toxic,"The comment appears to be supportive and non-confrontational, with positive emojis that are commonly used in sports contexts. There is no use of profanity, derogatory remarks, hate speech, threats, or vulgar language."
"@user Stand your ground, you have our full support in these times. #Chambaii",non-toxic,"The comment, while seemingly supportive and positive on its surface due to phrases like 'our full support,' could be considered sarcastic ('Stand your ground') in the context of competitive banter. However, without clear indicators of hate speech or personal insults aimed at attacking race, gender, nationality, etc., it leans towards non-toxic due to its lack of direct harmful intent."
"@user Strong season so far, keep it up!",non-toxic,"The comment '@user Strong season so far, keep it up!', despite appearing positive on the surface, can be classified as non-toxic due to its supportive nature and lack of insults or harmful intent. It is a typical form of encouragement in sports contexts."
@user Πουλι βρε πουλι,non-toxic,"The comment appears to be a playful, informal Greek term for 'silly' directed at the athlete. Although it uses profanity and can seem offensive due to cultural context differences, without specific intent of personal attack or hate speech."
@user @user Fully COYS,possibly non-toxic,"The comment contains potentially toxic language, as 'COYS' could be interpreted as an insulting term if used in the context of racial slurs. However, without more information on its meaning or target and considering sports-related trash talk norms where hyperbole is often part of banter, it remains ambiguous."
